contract_id,feature_id,requirement_id,module,capability,current_route,target_route,backend_endpoint,http_method,domain_command,permission,record_scope,field_scope,request_contract,response_contract,query_parameters,mutation_parameters,lifecycle_rules,validation_behavior,concurrency_behavior,audit_behavior,approval_behavior,offline_behavior,mobile_behavior,cross_module_behavior,existing_e2e_evidence,target_screen,target_component,migration_status,notes
FC-0160,TBD,TBD,Accounting / Finance,TBD,/api/accounting/consolidation/groups,/api/accounting/consolidation/groups,/api/accounting/consolidation/groups,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/consolidation/groups/route.ts; kind=API_ROUTE
FC-0161,TBD,TBD,Accounting / Finance,TBD,/api/accounting/consolidation/runs/[id]/actions,/api/accounting/consolidation/runs/[id]/actions,/api/accounting/consolidation/runs/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/consolidation/runs/[id]/actions/route.ts; kind=API_ROUTE
FC-0162,TBD,TBD,Accounting / Finance,TBD,/api/accounting/consolidation/runs,/api/accounting/consolidation/runs,/api/accounting/consolidation/runs,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/consolidation/runs/route.ts; kind=API_ROUTE
FC-0163,TBD,TBD,Accounting / Finance,TBD,/api/accounting/dashboard,/api/accounting/dashboard,/api/accounting/dashboard,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/dashboard/route.ts; kind=API_ROUTE
FC-0164,TBD,TBD,Accounting / Finance,TBD,/api/accounting/forecasts/[id]/generate,/api/accounting/forecasts/[id]/generate,/api/accounting/forecasts/[id]/generate,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/forecasts/[id]/generate/route.ts; kind=API_ROUTE
FC-0165,TBD,TBD,Accounting / Finance,TBD,/api/accounting/forecasts/[id],/api/accounting/forecasts/[id],/api/accounting/forecasts/[id],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/forecasts/[id]/route.ts; kind=API_ROUTE
FC-0166,TBD,TBD,Accounting / Finance,TBD,/api/accounting/forecasts,/api/accounting/forecasts,/api/accounting/forecasts,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/forecasts/route.ts; kind=API_ROUTE
FC-0167,TBD,TBD,Accounting / Finance,TBD,/api/accounting/fx/revaluations/[id]/post,/api/accounting/fx/revaluations/[id]/post,/api/accounting/fx/revaluations/[id]/post,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/fx/revaluations/[id]/post/route.ts; kind=API_ROUTE
FC-0168,TBD,TBD,Accounting / Finance,TBD,/api/accounting/fx/revaluations,/api/accounting/fx/revaluations,/api/accounting/fx/revaluations,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/fx/revaluations/route.ts; kind=API_ROUTE
FC-0169,TBD,TBD,Accounting / Finance,TBD,/api/accounting/intercompany/postings,/api/accounting/intercompany/postings,/api/accounting/intercompany/postings,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/intercompany/postings/route.ts; kind=API_ROUTE
FC-0170,TBD,TBD,Accounting / Finance,TBD,/api/accounting/intercompany/rules,/api/accounting/intercompany/rules,/api/accounting/intercompany/rules,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/intercompany/rules/route.ts; kind=API_ROUTE
FC-0171,TBD,TBD,Accounting / Finance,TBD,/api/accounting/journals/[id]/actions,/api/accounting/journals/[id]/actions,/api/accounting/journals/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/journals/[id]/actions/route.ts; kind=API_ROUTE
FC-0172,TBD,TBD,Accounting / Finance,TBD,/api/accounting/journals/[id],/api/accounting/journals/[id],/api/accounting/journals/[id],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/journals/[id]/route.ts; kind=API_ROUTE
FC-0173,TBD,TBD,Accounting / Finance,TBD,/api/accounting/journals,/api/accounting/journals,/api/accounting/journals,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/journals/route.ts; kind=API_ROUTE
FC-0174,TBD,TBD,Accounting / Finance,TBD,/api/accounting/options,/api/accounting/options,/api/accounting/options,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/options/route.ts; kind=API_ROUTE
FC-0175,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/bills/[id]/actions,/api/accounting/payables/bills/[id]/actions,/api/accounting/payables/bills/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/bills/[id]/actions/route.ts; kind=API_ROUTE
FC-0176,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/bills/[id]/matching,/api/accounting/payables/bills/[id]/matching,/api/accounting/payables/bills/[id]/matching,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/bills/[id]/matching/route.ts; kind=API_ROUTE
FC-0177,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/bills/[id],/api/accounting/payables/bills/[id],/api/accounting/payables/bills/[id],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/bills/[id]/route.ts; kind=API_ROUTE
FC-0178,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/bills,/api/accounting/payables/bills,/api/accounting/payables/bills,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/bills/route.ts; kind=API_ROUTE
FC-0179,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/operations,/api/accounting/payables/operations,/api/accounting/payables/operations,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/operations/route.ts; kind=API_ROUTE
FC-0180,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/payments/[id]/actions,/api/accounting/payables/payments/[id]/actions,/api/accounting/payables/payments/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/payments/[id]/actions/route.ts; kind=API_ROUTE
FC-0181,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/payments,/api/accounting/payables/payments,/api/accounting/payables/payments,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/payments/route.ts; kind=API_ROUTE
FC-0182,TBD,TBD,Accounting / Finance,TBD,/api/accounting/payables/procurement-matches/[id]/import,/api/accounting/payables/procurement-matches/[id]/import,/api/accounting/payables/procurement-matches/[id]/import,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/payables/procurement-matches/[id]/import/route.ts; kind=API_ROUTE
FC-0183,TBD,TBD,Accounting / Finance,TBD,/api/accounting/periods/[id],/api/accounting/periods/[id],/api/accounting/periods/[id],PATCH,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/periods/[id]/route.ts; kind=API_ROUTE
FC-0184,TBD,TBD,Accounting / Finance,TBD,/api/accounting/periods,/api/accounting/periods,/api/accounting/periods,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/periods/route.ts; kind=API_ROUTE
FC-0185,TBD,TBD,Accounting / Finance,TBD,/api/accounting/receivables/invoices/[id]/actions,/api/accounting/receivables/invoices/[id]/actions,/api/accounting/receivables/invoices/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/receivables/invoices/[id]/actions/route.ts; kind=API_ROUTE
FC-0186,TBD,TBD,Accounting / Finance,TBD,/api/accounting/receivables/invoices/[id],/api/accounting/receivables/invoices/[id],/api/accounting/receivables/invoices/[id],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/receivables/invoices/[id]/route.ts; kind=API_ROUTE
FC-0187,TBD,TBD,Accounting / Finance,TBD,/api/accounting/receivables/invoices,/api/accounting/receivables/invoices,/api/accounting/receivables/invoices,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/receivables/invoices/route.ts; kind=API_ROUTE
FC-0188,TBD,TBD,Accounting / Finance,TBD,/api/accounting/receivables/operations,/api/accounting/receivables/operations,/api/accounting/receivables/operations,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/receivables/operations/route.ts; kind=API_ROUTE
FC-0189,TBD,TBD,Accounting / Finance,TBD,/api/accounting/receivables/receipts/[id]/actions,/api/accounting/receivables/receipts/[id]/actions,/api/accounting/receivables/receipts/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/receivables/receipts/[id]/actions/route.ts; kind=API_ROUTE
FC-0190,TBD,TBD,Accounting / Finance,TBD,/api/accounting/receivables/receipts,/api/accounting/receivables/receipts,/api/accounting/receivables/receipts,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/receivables/receipts/route.ts; kind=API_ROUTE
FC-0191,TBD,TBD,Accounting / Finance,TBD,/api/accounting/receivables/sales-requests/[id]/import,/api/accounting/receivables/sales-requests/[id]/import,/api/accounting/receivables/sales-requests/[id]/import,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/receivables/sales-requests/[id]/import/route.ts; kind=API_ROUTE
FC-0192,TBD,TBD,Accounting / Finance,TBD,/api/accounting/recurring,/api/accounting/recurring,/api/accounting/recurring,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/recurring/route.ts; kind=API_ROUTE
FC-0193,TBD,TBD,Accounting / Finance,TBD,/api/accounting/recurring/run,/api/accounting/recurring/run,/api/accounting/recurring/run,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/recurring/run/route.ts; kind=API_ROUTE
FC-0194,TBD,TBD,Accounting / Finance,TBD,/api/accounting/reports/[report],/api/accounting/reports/[report],/api/accounting/reports/[report],GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/reports/[report]/route.ts; kind=API_ROUTE
FC-0195,TBD,TBD,Accounting / Finance,TBD,/api/accounting/settings,/api/accounting/settings,/api/accounting/settings,GET;POST;PATCH,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/settings/route.ts; kind=API_ROUTE
FC-0196,TBD,TBD,Accounting / Finance,TBD,/api/accounting/tax/operations,/api/accounting/tax/operations,/api/accounting/tax/operations,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/tax/operations/route.ts; kind=API_ROUTE
FC-0197,TBD,TBD,Accounting / Finance,TBD,/api/accounting/tax/returns/[id]/actions,/api/accounting/tax/returns/[id]/actions,/api/accounting/tax/returns/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/tax/returns/[id]/actions/route.ts; kind=API_ROUTE
FC-0198,TBD,TBD,Accounting / Finance,TBD,/api/accounting/tax/returns,/api/accounting/tax/returns,/api/accounting/tax/returns,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/accounting/tax/returns/route.ts; kind=API_ROUTE
FC-0199,TBD,TBD,Platform / Shared,TBD,/api/approvals/[id],/api/approvals/[id],/api/approvals/[id],GET;PATCH,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/approvals/[id]/route.ts; kind=API_ROUTE
FC-0200,TBD,TBD,Platform / Shared,TBD,/api/approvals,/api/approvals,/api/approvals,GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/approvals/route.ts; kind=API_ROUTE
FC-0201,TBD,TBD,Assets,TBD,/api/assets/assets/[id]/actions,/api/assets/assets/[id]/actions,/api/assets/assets/[id]/actions,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/assets/assets/[id]/actions/route.ts; kind=API_ROUTE
FC-0202,TBD,TBD,Assets,TBD,/api/assets/dashboard,/api/assets/dashboard,/api/assets/dashboard,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/assets/dashboard/route.ts; kind=API_ROUTE
FC-0203,TBD,TBD,Assets,TBD,/api/assets/resources/[resource],/api/assets/resources/[resource],/api/assets/resources/[resource],GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/assets/resources/[resource]/route.ts; kind=API_ROUTE
FC-0204,TBD,TBD,Platform / Shared,TBD,/api/audit-logs/export,/api/audit-logs/export,/api/audit-logs/export,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/audit-logs/export/route.ts; kind=API_ROUTE
FC-0205,TBD,TBD,Platform / Shared,TBD,/api/auth/change-password,/api/auth/change-password,/api/auth/change-password,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/change-password/route.ts; kind=API_ROUTE
FC-0206,TBD,TBD,Platform / Shared,TBD,/api/auth/forgot-password,/api/auth/forgot-password,/api/auth/forgot-password,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/forgot-password/route.ts; kind=API_ROUTE
FC-0207,TBD,TBD,Platform / Shared,TBD,/api/auth/login,/api/auth/login,/api/auth/login,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/login/route.ts; kind=API_ROUTE
FC-0208,TBD,TBD,Platform / Shared,TBD,/api/auth/logout,/api/auth/logout,/api/auth/logout,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/logout/route.ts; kind=API_ROUTE
FC-0209,TBD,TBD,Platform / Shared,TBD,/api/auth/resend-verification,/api/auth/resend-verification,/api/auth/resend-verification,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/resend-verification/route.ts; kind=API_ROUTE
FC-0210,TBD,TBD,Platform / Shared,TBD,/api/auth/reset-password,/api/auth/reset-password,/api/auth/reset-password,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/reset-password/route.ts; kind=API_ROUTE
FC-0211,TBD,TBD,Platform / Shared,TBD,/api/auth/signup,/api/auth/signup,/api/auth/signup,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/signup/route.ts; kind=API_ROUTE
FC-0212,TBD,TBD,Platform / Shared,TBD,/api/auth/verify-email,/api/auth/verify-email,/api/auth/verify-email,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/auth/verify-email/route.ts; kind=API_ROUTE
FC-0213,TBD,TBD,Platform / Shared,TBD,/api/billing/cancel,/api/billing/cancel,/api/billing/cancel,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/billing/cancel/route.ts; kind=API_ROUTE
FC-0214,TBD,TBD,Platform / Shared,TBD,/api/billing/checkout,/api/billing/checkout,/api/billing/checkout,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/billing/checkout/route.ts; kind=API_ROUTE
FC-0215,TBD,TBD,Platform / Shared,TBD,/api/billing/plans,/api/billing/plans,/api/billing/plans,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/billing/plans/route.ts; kind=API_ROUTE
FC-0216,TBD,TBD,Platform / Shared,TBD,/api/billing/profile,/api/billing/profile,/api/billing/profile,PATCH,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/billing/profile/route.ts; kind=API_ROUTE
FC-0217,TBD,TBD,Platform / Shared,TBD,/api/billing/summary,/api/billing/summary,/api/billing/summary,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/billing/summary/route.ts; kind=API_ROUTE
FC-0218,TBD,TBD,Platform / Shared,TBD,/api/billing/verify,/api/billing/verify,/api/billing/verify,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/billing/verify/route.ts; kind=API_ROUTE
FC-0219,TBD,TBD,Platform / Shared,TBD,/api/billing/webhooks/razorpay,/api/billing/webhooks/razorpay,/api/billing/webhooks/razorpay,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/billing/webhooks/razorpay/route.ts; kind=API_ROUTE
FC-0220,TBD,TBD,Platform / Shared,TBD,/api/business-data/[resource]/[id],/api/business-data/[resource]/[id],/api/business-data/[resource]/[id],PATCH;DELETE,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/business-data/[resource]/[id]/route.ts; kind=API_ROUTE
FC-0221,TBD,TBD,Platform / Shared,TBD,/api/business-data/[resource]/export,/api/business-data/[resource]/export,/api/business-data/[resource]/export,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/business-data/[resource]/export/route.ts; kind=API_ROUTE
FC-0222,TBD,TBD,Platform / Shared,TBD,/api/business-data/[resource]/import,/api/business-data/[resource]/import,/api/business-data/[resource]/import,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/business-data/[resource]/import/route.ts; kind=API_ROUTE
FC-0223,TBD,TBD,Platform / Shared,TBD,/api/business-data/[resource],/api/business-data/[resource],/api/business-data/[resource],GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/business-data/[resource]/route.ts; kind=API_ROUTE
FC-0224,TBD,TBD,Platform / Shared,TBD,/api/context/organization,/api/context/organization,/api/context/organization,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/context/organization/route.ts; kind=API_ROUTE
FC-0225,TBD,TBD,Platform / Shared,TBD,/api/context,/api/context,/api/context,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/context/route.ts; kind=API_ROUTE
FC-0226,TBD,TBD,CRM,TBD,/api/crm/[resource]/[id],/api/crm/[resource]/[id],/api/crm/[resource]/[id],GET;PATCH;DELETE,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/crm/[resource]/[id]/route.ts; kind=API_ROUTE
FC-0227,TBD,TBD,CRM,TBD,/api/crm/[resource]/export,/api/crm/[resource]/export,/api/crm/[resource]/export,GET,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/crm/[resource]/export/route.ts; kind=API_ROUTE
FC-0228,TBD,TBD,CRM,TBD,/api/crm/[resource]/import,/api/crm/[resource]/import,/api/crm/[resource]/import,POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/crm/[resource]/import/route.ts; kind=API_ROUTE
FC-0229,TBD,TBD,CRM,TBD,/api/crm/[resource],/api/crm/[resource],/api/crm/[resource],GET;POST,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,NOT_STARTED,source=apps/web/src/app/api/crm/[resource]/route.ts; kind=API_ROUTE
