feature_id,feature_name,module,primary_wave,foundation_dependencies,implementation_order_rule,authorization,status
F189,Maintenance integration,Manufacturing,W07,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F190,Engineering change and revision control,Manufacturing,W07,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F191,Production reports,Manufacturing,W07,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F192,Production dashboard,Manufacturing,W07,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F193,Projects,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F194,Customer projects,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F195,Internal projects,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F196,Project templates,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F197,Work Breakdown Structure (WBS),Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F198,Milestones,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F199,Tasks,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F200,Subtasks,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F201,Task dependencies,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F202,Assignees,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F203,Priority,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F204,Project status,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F205,Gantt chart,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F206,Kanban / task board,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F207,Project calendar,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F208,Resource allocation,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F209,Resource availability,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F210,Timesheets,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F211,Project expenses,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F212,Materials consumed,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F213,Project procurement,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F214,Project budget,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F215,Budget revisions,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F216,Cost tracking,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F217,Revenue tracking,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F218,Fixed-price billing,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F219,Time-and-material billing,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F220,Milestone billing,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F221,Project invoices,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F222,Project profitability,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F223,Cost variance,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F224,Issues,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F225,Risks,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F226,Documents,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F227,Comments and collaboration,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F228,Progress tracking,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F229,Project dashboard,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F230,Project reports,Projects,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F231,Asset register,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F232,Asset categories,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F233,Asset identification and code,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F234,Asset location,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F235,Custodian,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F236,Department,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F237,Purchase and capitalization,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F238,Asset creation from procurement,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F239,Asset transfers,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F240,Asset assignment,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F241,Asset movement history,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F242,Asset value,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F243,Useful life,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F244,Salvage value,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F245,Straight-line depreciation,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F246,Declining-balance depreciation,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F247,Units-of-production depreciation,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F248,Depreciation schedule,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F249,Depreciation posting,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F250,Asset revaluation,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F251,Asset impairment,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F252,Asset maintenance,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F253,Preventive maintenance,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F254,Maintenance schedule,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F255,Repair history,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F256,Downtime,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F257,Warranty,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F258,Inspection,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F259,Calibration,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F260,Physical verification and audit,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F261,Barcode / QR identification,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F262,Asset disposal,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F263,Asset sale,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F264,Asset scrap,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F265,Gain / loss on disposal,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F266,Asset accounting integration,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F267,Asset reports,Assets,W08,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F268,Stores and outlets,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F269,POS terminals,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F270,Cashiers,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F271,Cashier permissions,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F272,Product search,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F273,Barcode scanning,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F274,Product variants,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F275,Price lists,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F276,Customer selection,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F277,Cart,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F278,Taxes,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F279,Discounts,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F280,Promotions,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F281,Coupons,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F282,Cash payments,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F283,Card payments,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
F284,UPI and digital payments,Point of Sale,W09,T00;T01;W01;W02 as applicable,DEPENDENCY_GRAPH_BEFORE_NUMERIC_F_ID_ORDER,AUTHORIZED_TO_IMPLEMENT_ONLY_WHEN_WAVE_PREDECESSORS_AND_CAPABILITY_MANIFEST_PASS,FROZEN
