verification_id,journey_id,journey_name,verification_type,objective,status,execution_evidence
POS-JRN-004-UAT-01,POS-JRN-004,Hold and resume sale,UAT,Primary business-role acceptance for Hold and resume sale,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-004-UAT-02,POS-JRN-004,Hold and resume sale,UAT,Exception/recovery business-role acceptance for Hold and resume sale,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-005-E2E-01,POS-JRN-005,Return refund and exchange,E2E,Happy path for Return refund and exchange,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-005-E2E-02,POS-JRN-005,Return refund and exchange,E2E,Permission/concurrency/validation failure for Return refund and exchange,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-005-E2E-03,POS-JRN-005,Return refund and exchange,E2E,Retry/reversal/reconciliation for Return refund and exchange,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-005-UAT-01,POS-JRN-005,Return refund and exchange,UAT,Primary business-role acceptance for Return refund and exchange,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-005-UAT-02,POS-JRN-005,Return refund and exchange,UAT,Exception/recovery business-role acceptance for Return refund and exchange,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-006-E2E-01,POS-JRN-006,POS sale to Stock,E2E,Happy path for POS sale to Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-006-E2E-02,POS-JRN-006,POS sale to Stock,E2E,Permission/concurrency/validation failure for POS sale to Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-006-E2E-03,POS-JRN-006,POS sale to Stock,E2E,Retry/reversal/reconciliation for POS sale to Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-006-UAT-01,POS-JRN-006,POS sale to Stock,UAT,Primary business-role acceptance for POS sale to Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-006-UAT-02,POS-JRN-006,POS sale to Stock,UAT,Exception/recovery business-role acceptance for POS sale to Stock,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-007-E2E-01,POS-JRN-007,Offline sale to synchronized truth,E2E,Happy path for Offline sale to synchronized truth,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-007-E2E-02,POS-JRN-007,Offline sale to synchronized truth,E2E,Permission/concurrency/validation failure for Offline sale to synchronized truth,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-007-E2E-03,POS-JRN-007,Offline sale to synchronized truth,E2E,Retry/reversal/reconciliation for Offline sale to synchronized truth,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-007-UAT-01,POS-JRN-007,Offline sale to synchronized truth,UAT,Primary business-role acceptance for Offline sale to synchronized truth,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-007-UAT-02,POS-JRN-007,Offline sale to synchronized truth,UAT,Exception/recovery business-role acceptance for Offline sale to synchronized truth,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-008-E2E-01,POS-JRN-008,Shift close Z and payment reconciliation,E2E,Happy path for Shift close Z and payment reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-008-E2E-02,POS-JRN-008,Shift close Z and payment reconciliation,E2E,Permission/concurrency/validation failure for Shift close Z and payment reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-008-E2E-03,POS-JRN-008,Shift close Z and payment reconciliation,E2E,Retry/reversal/reconciliation for Shift close Z and payment reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-008-UAT-01,POS-JRN-008,Shift close Z and payment reconciliation,UAT,Primary business-role acceptance for Shift close Z and payment reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-008-UAT-02,POS-JRN-008,Shift close Z and payment reconciliation,UAT,Exception/recovery business-role acceptance for Shift close Z and payment reconciliation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-009-E2E-01,POS-JRN-009,POS batch to Accounting,E2E,Happy path for POS batch to Accounting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-009-E2E-02,POS-JRN-009,POS batch to Accounting,E2E,Permission/concurrency/validation failure for POS batch to Accounting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-009-E2E-03,POS-JRN-009,POS batch to Accounting,E2E,Retry/reversal/reconciliation for POS batch to Accounting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-009-UAT-01,POS-JRN-009,POS batch to Accounting,UAT,Primary business-role acceptance for POS batch to Accounting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-009-UAT-02,POS-JRN-009,POS batch to Accounting,UAT,Exception/recovery business-role acceptance for POS batch to Accounting,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-010-E2E-01,POS-JRN-010,Loyalty earn redeem and reversal,E2E,Happy path for Loyalty earn redeem and reversal,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-010-E2E-02,POS-JRN-010,Loyalty earn redeem and reversal,E2E,Permission/concurrency/validation failure for Loyalty earn redeem and reversal,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-010-E2E-03,POS-JRN-010,Loyalty earn redeem and reversal,E2E,Retry/reversal/reconciliation for Loyalty earn redeem and reversal,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-010-UAT-01,POS-JRN-010,Loyalty earn redeem and reversal,UAT,Primary business-role acceptance for Loyalty earn redeem and reversal,PLANNED,NOT_EXECUTED_PLANNING_ONLY
POS-JRN-010-UAT-02,POS-JRN-010,Loyalty earn redeem and reversal,UAT,Exception/recovery business-role acceptance for Loyalty earn redeem and reversal,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-001-E2E-01,QUALITY-JRN-001,Purchase receipt to incoming inspection and release,E2E,Happy path for Purchase receipt to incoming inspection and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-001-E2E-02,QUALITY-JRN-001,Purchase receipt to incoming inspection and release,E2E,Permission/concurrency/validation failure for Purchase receipt to incoming inspection and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-001-E2E-03,QUALITY-JRN-001,Purchase receipt to incoming inspection and release,E2E,Retry/reversal/reconciliation for Purchase receipt to incoming inspection and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-001-UAT-01,QUALITY-JRN-001,Purchase receipt to incoming inspection and release,UAT,Primary business-role acceptance for Purchase receipt to incoming inspection and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-001-UAT-02,QUALITY-JRN-001,Purchase receipt to incoming inspection and release,UAT,Exception/recovery business-role acceptance for Purchase receipt to incoming inspection and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-002-E2E-01,QUALITY-JRN-002,In-process inspection to production continuation or containment,E2E,Happy path for In-process inspection to production continuation or containment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-002-E2E-02,QUALITY-JRN-002,In-process inspection to production continuation or containment,E2E,Permission/concurrency/validation failure for In-process inspection to production continuation or containment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-002-E2E-03,QUALITY-JRN-002,In-process inspection to production continuation or containment,E2E,Retry/reversal/reconciliation for In-process inspection to production continuation or containment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-002-UAT-01,QUALITY-JRN-002,In-process inspection to production continuation or containment,UAT,Primary business-role acceptance for In-process inspection to production continuation or containment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-002-UAT-02,QUALITY-JRN-002,In-process inspection to production continuation or containment,UAT,Exception/recovery business-role acceptance for In-process inspection to production continuation or containment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-003-E2E-01,QUALITY-JRN-003,Final inspection to release and shipment,E2E,Happy path for Final inspection to release and shipment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-003-E2E-02,QUALITY-JRN-003,Final inspection to release and shipment,E2E,Permission/concurrency/validation failure for Final inspection to release and shipment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-003-E2E-03,QUALITY-JRN-003,Final inspection to release and shipment,E2E,Retry/reversal/reconciliation for Final inspection to release and shipment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-003-UAT-01,QUALITY-JRN-003,Final inspection to release and shipment,UAT,Primary business-role acceptance for Final inspection to release and shipment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-003-UAT-02,QUALITY-JRN-003,Final inspection to release and shipment,UAT,Exception/recovery business-role acceptance for Final inspection to release and shipment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-004-E2E-01,QUALITY-JRN-004,Defect and NCR to disposition,E2E,Happy path for Defect and NCR to disposition,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-004-E2E-02,QUALITY-JRN-004,Defect and NCR to disposition,E2E,Permission/concurrency/validation failure for Defect and NCR to disposition,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-004-E2E-03,QUALITY-JRN-004,Defect and NCR to disposition,E2E,Retry/reversal/reconciliation for Defect and NCR to disposition,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-004-UAT-01,QUALITY-JRN-004,Defect and NCR to disposition,UAT,Primary business-role acceptance for Defect and NCR to disposition,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-004-UAT-02,QUALITY-JRN-004,Defect and NCR to disposition,UAT,Exception/recovery business-role acceptance for Defect and NCR to disposition,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-005-E2E-01,QUALITY-JRN-005,Race-safe quality hold and release,E2E,Happy path for Race-safe quality hold and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-005-E2E-02,QUALITY-JRN-005,Race-safe quality hold and release,E2E,Permission/concurrency/validation failure for Race-safe quality hold and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-005-E2E-03,QUALITY-JRN-005,Race-safe quality hold and release,E2E,Retry/reversal/reconciliation for Race-safe quality hold and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-005-UAT-01,QUALITY-JRN-005,Race-safe quality hold and release,UAT,Primary business-role acceptance for Race-safe quality hold and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-005-UAT-02,QUALITY-JRN-005,Race-safe quality hold and release,UAT,Exception/recovery business-role acceptance for Race-safe quality hold and release,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-006-E2E-01,QUALITY-JRN-006,NCR to root cause and CAPA effectiveness,E2E,Happy path for NCR to root cause and CAPA effectiveness,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-006-E2E-02,QUALITY-JRN-006,NCR to root cause and CAPA effectiveness,E2E,Permission/concurrency/validation failure for NCR to root cause and CAPA effectiveness,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-006-E2E-03,QUALITY-JRN-006,NCR to root cause and CAPA effectiveness,E2E,Retry/reversal/reconciliation for NCR to root cause and CAPA effectiveness,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-006-UAT-01,QUALITY-JRN-006,NCR to root cause and CAPA effectiveness,UAT,Primary business-role acceptance for NCR to root cause and CAPA effectiveness,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-006-UAT-02,QUALITY-JRN-006,NCR to root cause and CAPA effectiveness,UAT,Exception/recovery business-role acceptance for NCR to root cause and CAPA effectiveness,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-007-E2E-01,QUALITY-JRN-007,Supplier defect to return and supplier quality,E2E,Happy path for Supplier defect to return and supplier quality,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-007-E2E-02,QUALITY-JRN-007,Supplier defect to return and supplier quality,E2E,Permission/concurrency/validation failure for Supplier defect to return and supplier quality,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-007-E2E-03,QUALITY-JRN-007,Supplier defect to return and supplier quality,E2E,Retry/reversal/reconciliation for Supplier defect to return and supplier quality,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-007-UAT-01,QUALITY-JRN-007,Supplier defect to return and supplier quality,UAT,Primary business-role acceptance for Supplier defect to return and supplier quality,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-007-UAT-02,QUALITY-JRN-007,Supplier defect to return and supplier quality,UAT,Exception/recovery business-role acceptance for Supplier defect to return and supplier quality,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-008-E2E-01,QUALITY-JRN-008,Customer complaint to traceability and CAPA,E2E,Happy path for Customer complaint to traceability and CAPA,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-008-E2E-02,QUALITY-JRN-008,Customer complaint to traceability and CAPA,E2E,Permission/concurrency/validation failure for Customer complaint to traceability and CAPA,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-008-E2E-03,QUALITY-JRN-008,Customer complaint to traceability and CAPA,E2E,Retry/reversal/reconciliation for Customer complaint to traceability and CAPA,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-008-UAT-01,QUALITY-JRN-008,Customer complaint to traceability and CAPA,UAT,Primary business-role acceptance for Customer complaint to traceability and CAPA,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-008-UAT-02,QUALITY-JRN-008,Customer complaint to traceability and CAPA,UAT,Exception/recovery business-role acceptance for Customer complaint to traceability and CAPA,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-009-E2E-01,QUALITY-JRN-009,Calibration validity to measurement acceptance,E2E,Happy path for Calibration validity to measurement acceptance,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-009-E2E-02,QUALITY-JRN-009,Calibration validity to measurement acceptance,E2E,Permission/concurrency/validation failure for Calibration validity to measurement acceptance,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-009-E2E-03,QUALITY-JRN-009,Calibration validity to measurement acceptance,E2E,Retry/reversal/reconciliation for Calibration validity to measurement acceptance,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-009-UAT-01,QUALITY-JRN-009,Calibration validity to measurement acceptance,UAT,Primary business-role acceptance for Calibration validity to measurement acceptance,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-009-UAT-02,QUALITY-JRN-009,Calibration validity to measurement acceptance,UAT,Exception/recovery business-role acceptance for Calibration validity to measurement acceptance,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-010-E2E-01,QUALITY-JRN-010,Lot inspection to Certificate of Analysis,E2E,Happy path for Lot inspection to Certificate of Analysis,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-010-E2E-02,QUALITY-JRN-010,Lot inspection to Certificate of Analysis,E2E,Permission/concurrency/validation failure for Lot inspection to Certificate of Analysis,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-010-E2E-03,QUALITY-JRN-010,Lot inspection to Certificate of Analysis,E2E,Retry/reversal/reconciliation for Lot inspection to Certificate of Analysis,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-010-UAT-01,QUALITY-JRN-010,Lot inspection to Certificate of Analysis,UAT,Primary business-role acceptance for Lot inspection to Certificate of Analysis,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-010-UAT-02,QUALITY-JRN-010,Lot inspection to Certificate of Analysis,UAT,Exception/recovery business-role acceptance for Lot inspection to Certificate of Analysis,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-011-E2E-01,QUALITY-JRN-011,Quality event to cost and KPI review,E2E,Happy path for Quality event to cost and KPI review,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-011-E2E-02,QUALITY-JRN-011,Quality event to cost and KPI review,E2E,Permission/concurrency/validation failure for Quality event to cost and KPI review,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-011-E2E-03,QUALITY-JRN-011,Quality event to cost and KPI review,E2E,Retry/reversal/reconciliation for Quality event to cost and KPI review,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-011-UAT-01,QUALITY-JRN-011,Quality event to cost and KPI review,UAT,Primary business-role acceptance for Quality event to cost and KPI review,PLANNED,NOT_EXECUTED_PLANNING_ONLY
QUALITY-JRN-011-UAT-02,QUALITY-JRN-011,Quality event to cost and KPI review,UAT,Exception/recovery business-role acceptance for Quality event to cost and KPI review,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-001-E2E-01,SUPPORT-JRN-001,Email to resolved case,E2E,Happy path for Email to resolved case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-001-E2E-02,SUPPORT-JRN-001,Email to resolved case,E2E,Permission/concurrency/validation failure for Email to resolved case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-001-E2E-03,SUPPORT-JRN-001,Email to resolved case,E2E,Retry/reversal/reconciliation for Email to resolved case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-001-UAT-01,SUPPORT-JRN-001,Email to resolved case,UAT,Primary business-role acceptance for Email to resolved case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-001-UAT-02,SUPPORT-JRN-001,Email to resolved case,UAT,Exception/recovery business-role acceptance for Email to resolved case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-002-E2E-01,SUPPORT-JRN-002,Web or manual intake to governed assignment,E2E,Happy path for Web or manual intake to governed assignment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-002-E2E-02,SUPPORT-JRN-002,Web or manual intake to governed assignment,E2E,Permission/concurrency/validation failure for Web or manual intake to governed assignment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-002-E2E-03,SUPPORT-JRN-002,Web or manual intake to governed assignment,E2E,Retry/reversal/reconciliation for Web or manual intake to governed assignment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-002-UAT-01,SUPPORT-JRN-002,Web or manual intake to governed assignment,UAT,Primary business-role acceptance for Web or manual intake to governed assignment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-002-UAT-02,SUPPORT-JRN-002,Web or manual intake to governed assignment,UAT,Exception/recovery business-role acceptance for Web or manual intake to governed assignment,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-003-E2E-01,SUPPORT-JRN-003,Customer conversation with private collaboration,E2E,Happy path for Customer conversation with private collaboration,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-003-E2E-02,SUPPORT-JRN-003,Customer conversation with private collaboration,E2E,Permission/concurrency/validation failure for Customer conversation with private collaboration,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-003-E2E-03,SUPPORT-JRN-003,Customer conversation with private collaboration,E2E,Retry/reversal/reconciliation for Customer conversation with private collaboration,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-003-UAT-01,SUPPORT-JRN-003,Customer conversation with private collaboration,UAT,Primary business-role acceptance for Customer conversation with private collaboration,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-003-UAT-02,SUPPORT-JRN-003,Customer conversation with private collaboration,UAT,Exception/recovery business-role acceptance for Customer conversation with private collaboration,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-004-E2E-01,SUPPORT-JRN-004,SLA risk to escalation and recovery,E2E,Happy path for SLA risk to escalation and recovery,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-004-E2E-02,SUPPORT-JRN-004,SLA risk to escalation and recovery,E2E,Permission/concurrency/validation failure for SLA risk to escalation and recovery,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-004-E2E-03,SUPPORT-JRN-004,SLA risk to escalation and recovery,E2E,Retry/reversal/reconciliation for SLA risk to escalation and recovery,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-004-UAT-01,SUPPORT-JRN-004,SLA risk to escalation and recovery,UAT,Primary business-role acceptance for SLA risk to escalation and recovery,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-004-UAT-02,SUPPORT-JRN-004,SLA risk to escalation and recovery,UAT,Exception/recovery business-role acceptance for SLA risk to escalation and recovery,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-005-E2E-01,SUPPORT-JRN-005,Duplicate merge and reopen with preserved lineage,E2E,Happy path for Duplicate merge and reopen with preserved lineage,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-005-E2E-02,SUPPORT-JRN-005,Duplicate merge and reopen with preserved lineage,E2E,Permission/concurrency/validation failure for Duplicate merge and reopen with preserved lineage,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-005-E2E-03,SUPPORT-JRN-005,Duplicate merge and reopen with preserved lineage,E2E,Retry/reversal/reconciliation for Duplicate merge and reopen with preserved lineage,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-005-UAT-01,SUPPORT-JRN-005,Duplicate merge and reopen with preserved lineage,UAT,Primary business-role acceptance for Duplicate merge and reopen with preserved lineage,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-005-UAT-02,SUPPORT-JRN-005,Duplicate merge and reopen with preserved lineage,UAT,Exception/recovery business-role acceptance for Duplicate merge and reopen with preserved lineage,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-006-E2E-01,SUPPORT-JRN-006,Knowledge-assisted resolution and self-service,E2E,Happy path for Knowledge-assisted resolution and self-service,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-006-E2E-02,SUPPORT-JRN-006,Knowledge-assisted resolution and self-service,E2E,Permission/concurrency/validation failure for Knowledge-assisted resolution and self-service,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-006-E2E-03,SUPPORT-JRN-006,Knowledge-assisted resolution and self-service,E2E,Retry/reversal/reconciliation for Knowledge-assisted resolution and self-service,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-006-UAT-01,SUPPORT-JRN-006,Knowledge-assisted resolution and self-service,UAT,Primary business-role acceptance for Knowledge-assisted resolution and self-service,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-006-UAT-02,SUPPORT-JRN-006,Knowledge-assisted resolution and self-service,UAT,Exception/recovery business-role acceptance for Knowledge-assisted resolution and self-service,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-007-E2E-01,SUPPORT-JRN-007,Entitlement-aware service case,E2E,Happy path for Entitlement-aware service case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-007-E2E-02,SUPPORT-JRN-007,Entitlement-aware service case,E2E,Permission/concurrency/validation failure for Entitlement-aware service case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-007-E2E-03,SUPPORT-JRN-007,Entitlement-aware service case,E2E,Retry/reversal/reconciliation for Entitlement-aware service case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-007-UAT-01,SUPPORT-JRN-007,Entitlement-aware service case,UAT,Primary business-role acceptance for Entitlement-aware service case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-007-UAT-02,SUPPORT-JRN-007,Entitlement-aware service case,UAT,Exception/recovery business-role acceptance for Entitlement-aware service case,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-008-E2E-01,SUPPORT-JRN-008,Customer quality complaint to investigation,E2E,Happy path for Customer quality complaint to investigation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-008-E2E-02,SUPPORT-JRN-008,Customer quality complaint to investigation,E2E,Permission/concurrency/validation failure for Customer quality complaint to investigation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-008-E2E-03,SUPPORT-JRN-008,Customer quality complaint to investigation,E2E,Retry/reversal/reconciliation for Customer quality complaint to investigation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-008-UAT-01,SUPPORT-JRN-008,Customer quality complaint to investigation,UAT,Primary business-role acceptance for Customer quality complaint to investigation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-008-UAT-02,SUPPORT-JRN-008,Customer quality complaint to investigation,UAT,Exception/recovery business-role acceptance for Customer quality complaint to investigation,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-009-E2E-01,SUPPORT-JRN-009,Resolution to CSAT and supervisor analytics,E2E,Happy path for Resolution to CSAT and supervisor analytics,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-009-E2E-02,SUPPORT-JRN-009,Resolution to CSAT and supervisor analytics,E2E,Permission/concurrency/validation failure for Resolution to CSAT and supervisor analytics,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-009-E2E-03,SUPPORT-JRN-009,Resolution to CSAT and supervisor analytics,E2E,Retry/reversal/reconciliation for Resolution to CSAT and supervisor analytics,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-009-UAT-01,SUPPORT-JRN-009,Resolution to CSAT and supervisor analytics,UAT,Primary business-role acceptance for Resolution to CSAT and supervisor analytics,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-009-UAT-02,SUPPORT-JRN-009,Resolution to CSAT and supervisor analytics,UAT,Exception/recovery business-role acceptance for Resolution to CSAT and supervisor analytics,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-010-E2E-01,SUPPORT-JRN-010,Portal customer case lifecycle,E2E,Happy path for Portal customer case lifecycle,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-010-E2E-02,SUPPORT-JRN-010,Portal customer case lifecycle,E2E,Permission/concurrency/validation failure for Portal customer case lifecycle,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-010-E2E-03,SUPPORT-JRN-010,Portal customer case lifecycle,E2E,Retry/reversal/reconciliation for Portal customer case lifecycle,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-010-UAT-01,SUPPORT-JRN-010,Portal customer case lifecycle,UAT,Primary business-role acceptance for Portal customer case lifecycle,PLANNED,NOT_EXECUTED_PLANNING_ONLY
SUPPORT-JRN-010-UAT-02,SUPPORT-JRN-010,Portal customer case lifecycle,UAT,Exception/recovery business-role acceptance for Portal customer case lifecycle,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-001-E2E-01,HR-JRN-001,Candidate to employee,E2E,Happy path for Candidate to employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
HR-JRN-001-E2E-02,HR-JRN-001,Candidate to employee,E2E,Permission/concurrency/validation failure for Candidate to employee,PLANNED,NOT_EXECUTED_PLANNING_ONLY
