dependency_id,source_id,target_id,dependency_type,owning_module,description,failure_if_missing,journey_ids,status,last_reviewed_on
AST-P7-DEP-060,F265,F262,DISPOSAL_VALUE,Assets,Gain/loss consumes the authoritative completed-disposal snapshot and carrying amount.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
POS-P8-DEP-001,F268,F269,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-002,F269,F270,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-003,F270,F271,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-004,F271,F272,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-005,F272,F273,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-006,F273,F274,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-007,F274,F275,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-008,F275,F276,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-009,F276,F277,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-010,F277,F278,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-011,F278,F279,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-012,F279,F280,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-013,F280,F281,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-014,F281,F282,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-015,F282,F283,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-016,F283,F284,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-017,F284,F285,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-018,F285,F286,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-019,F286,F287,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-020,F287,F288,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-021,F288,F289,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-022,F289,F290,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-023,F290,F291,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-024,F291,F292,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-025,F292,F293,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-026,F293,F294,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-027,F294,F295,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-028,F295,F296,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-029,F296,F297,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-030,F297,F298,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-031,F298,F299,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-032,F299,F300,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-033,F300,F301,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-034,F301,F302,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-035,F302,F303,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-036,F303,F304,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-037,F304,F305,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-038,F305,F306,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-039,F306,F307,SEQUENCE_OR_SEMANTIC,Point of Sale,Adjacent POS capabilities have explicit transaction/lifecycle dependency.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-040,F268,F103,STORE_WAREHOUSE,Point of Sale,Store/outlet references authoritative Stock warehouse identity.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-041,F275,F034,PRICE_LIST_SOURCE,Point of Sale,POS price-list selection consumes Sales/shared pricing source truth through public contract.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-042,F276,F031,CUSTOMER_MASTER,Point of Sale,POS customer selection references authoritative customer master without duplicating it.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-043,F278,F481,TAX_CODE_SOURCE,Point of Sale,POS tax configuration maps to authoritative Accounting tax codes/configuration through public contract.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-044,F290,F463,INVOICE_HANDOFF,Point of Sale,Completed POS sale may request an Accounting customer invoice without direct AR mutation.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-045,F291,F138,RETURN_STOCK,Point of Sale,Eligible completed return can request Stock return/restock movement through Stock public command.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-046,F294,F109,STOCK_ISSUE,Point of Sale,Completed POS sale issues stock through authoritative Stock movement command.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-047,F295,F115,BATCH_POLICY,Point of Sale,POS batch/lot capture respects Stock lot/batch identity and movement rules.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-048,F295,F117,SERIAL_POLICY,Point of Sale,POS serial capture respects Stock serial uniqueness and availability.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-049,F296,F106,ON_HAND,Point of Sale,POS availability reads Stock real-time balance source truth.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-050,F296,F140,QUALITY_HOLD,Point of Sale,POS sellability must exclude Stock/Quality-held inventory under policy.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-051,F305,F454,GL_POSTING,Point of Sale,Accounting owns journal/GL posting generated from POS batch intent.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-052,F305,F459,PERIOD_LOCK,Point of Sale,POS accounting posting obeys Accounting period locks.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-053,F304,F480,PAYMENT_RECON,Point of Sale,POS settlement/shift reconciliation interoperates with Accounting payment reconciliation.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-054,F306,F003,CUSTOMER_IDENTITY,Point of Sale,Loyalty account links to customer/contact identity through public contract.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-055,F307,F061,MARGIN_CONTEXT,Point of Sale,POS analytics may consume cost/margin context without becoming Stock valuation authority.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-056,F282,F299,CASH_DRAWER,Point of Sale,Cash tender creates immutable drawer movement within the active shift.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-057,F283,F304,CARD_RECON,Point of Sale,Card captures/refunds remain pending until provider/settlement reconciliation can prove outcome.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-058,F284,F304,UPI_RECON,Point of Sale,UPI/digital payment provider status must reconcile uncertain outcomes before final finance closure.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-059,F298,F294,SYNC_STOCK,Point of Sale,Offline accepted sale sync must cause at most one Stock issue.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-060,F298,F305,SYNC_ACCOUNTING,Point of Sale,Offline accepted sale sync must cause at most one Accounting posting intent.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-061,F292,F304,REFUND_RECON,Point of Sale,Refund replay/uncertain provider outcome is reconciled without duplicated customer value.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-062,F302,F303,SHIFT_TO_Z,Point of Sale,Z report consumes authoritative closed-shift boundary.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-063,F303,F305,Z_TO_ACCOUNTING,Point of Sale,Accounting posting batch must reconcile to the same closed POS source facts represented by Z report.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
POS-P8-DEP-064,F291,F323,QUALITY_DISPOSITION,Point of Sale,Returned item restock eligibility respects Quality/Stock hold/disposition policy.,"Checkout, payment, stock, return, cash or accounting truth may diverge or duplicate.",,APPROVED,2026-08-31
QUALITY-P9-DEP-001,F308,F309,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-002,F309,F310,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-003,F310,F311,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-004,F311,F312,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-005,F312,F313,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-006,F313,F314,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-007,F314,F315,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-008,F315,F316,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-009,F316,F317,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-010,F317,F318,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-011,F318,F319,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-012,F319,F320,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-013,F320,F321,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-014,F321,F322,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-015,F322,F323,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-016,F323,F324,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-017,F324,F325,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-018,F325,F326,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-019,F326,F327,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-020,F327,F328,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-021,F328,F329,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-022,F329,F330,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-023,F330,F331,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-024,F331,F332,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-025,F332,F333,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-026,F333,F334,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-027,F334,F335,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-028,F335,F336,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-029,F336,F337,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-030,F337,F338,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-031,F338,F339,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-032,F339,F340,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-033,F340,F341,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-034,F341,F342,SEQUENCE_OR_SEMANTIC,Quality,Adjacent Quality capabilities have an explicit lifecycle/semantic dependency.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-035,F312,F080,PROCUREMENT_RECEIPT,Quality,Incoming inspection consumes Procurement receipt/source identity and accepted/rejected quantity context.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-036,F312,F108,STOCK_RECEIPT,Quality,Incoming inspection gates unrestricted Stock receipt usability through public contract.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-037,F313,F156,WORK_ORDER,Quality,In-process inspection consumes Manufacturing work-order/operation identity and may gate continuation.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-038,F314,F137,SHIPMENT_GATE,Quality,Final inspection/release is a prerequisite for shipment where configured.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-039,F315,F312,SAMPLE_INCOMING,Quality,Incoming inspection applies approved sampling plan version.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-040,F315,F313,SAMPLE_INPROCESS,Quality,In-process inspection applies approved sampling plan version.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-041,F315,F314,SAMPLE_FINAL,Quality,Final inspection applies approved sampling plan version.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-042,F316,F336,CALIBRATION_GATE,Quality,Measurement check must use an instrument whose calibration state is valid for the required method/time.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-043,F317,F318,TOLERANCE_EVAL,Quality,Pass/fail evaluation uses approved tolerance/specification version.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-044,F319,F322,FAIL_TO_HOLD,Quality,Failed/conditional inspection may create or maintain an active quality hold according to policy.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-045,F320,F321,DEFECT_TO_NCR,Quality,Material defect can initiate governed NCR.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-046,F321,F331,NCR_TO_CAPA,Quality,NCR can initiate CAPA with stable source linkage.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-047,F322,F140,STOCK_HOLD_STATE,Quality,Quality hold interoperates with Stock quarantine/quality-held state.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-048,F323,F109,BLOCK_STOCK_ISSUE,Quality,Active applicable quality hold MUST block Stock goods issue atomically.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-049,F323,F110,BLOCK_TRANSFER,Quality,Active applicable quality hold MUST block internal transfer atomically.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-050,F323,F135,BLOCK_PICK,Quality,Active applicable quality hold MUST block picking atomically.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-051,F323,F137,BLOCK_SHIP,Quality,Active applicable quality hold MUST block shipment atomically.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
