feature_id,feature_name,module,dossier_path,capability_requirement_ids,flow_requirement_ids,business_rule_ids,data_requirement_ids,validation_ids,calculation_ids,ux_ids,security_ids,integration_ids,api_ids,e2e_ids,uat_ids,semantic_review_status,mobile_classification,implementation_authorization,semantic_subcapability_count,flow_state_review_status,pass_c_flow_ids,pass_c_transition_ids
F276,Customer selection,Point of Sale,docs\03-modules\point-of-sale\features\F276-customer-selection.md,F276-CAP-001;F276-CAP-002;F276-CAP-003,F276-FLOW-001;F276-FLOW-002,F276-BR-001;F276-BR-002,F276-DATA-001;F276-DATA-002,F276-VAL-001;F276-VAL-002,F276-CALC-001,F276-UX-001;F276-UX-002;F276-UX-003,F276-SEC-001;F276-SEC-002,F276-INT-001;F276-INT-002,F276-API-001;F276-API-002,F276-E2E-001;F276-E2E-002,F276-UAT-001;F276-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F276-PFC-01;F276-PFC-02;F276-PFC-03;F276-PFC-04;F276-PFC-05;F276-PFC-06;F276-PFC-07;F276-PFC-08;F276-PFC-09;F276-PFC-10,F276-STM-01;F276-STM-02;F276-STM-03;F276-STM-04;F276-STM-05
F277,Cart,Point of Sale,docs\03-modules\point-of-sale\features\F277-cart.md,F277-CAP-001;F277-CAP-002;F277-CAP-003,F277-FLOW-001;F277-FLOW-002,F277-BR-001;F277-BR-002,F277-DATA-001;F277-DATA-002,F277-VAL-001;F277-VAL-002,F277-CALC-001,F277-UX-001;F277-UX-002;F277-UX-003,F277-SEC-001;F277-SEC-002,F277-INT-001;F277-INT-002,F277-API-001;F277-API-002,F277-E2E-001;F277-E2E-002,F277-UAT-001;F277-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F277-PFC-01;F277-PFC-02;F277-PFC-03;F277-PFC-04;F277-PFC-05;F277-PFC-06;F277-PFC-07;F277-PFC-08;F277-PFC-09;F277-PFC-10,F277-STM-01;F277-STM-02;F277-STM-03;F277-STM-04;F277-STM-05
F278,Taxes,Point of Sale,docs\03-modules\point-of-sale\features\F278-taxes.md,F278-CAP-001;F278-CAP-002;F278-CAP-003,F278-FLOW-001;F278-FLOW-002,F278-BR-001;F278-BR-002,F278-DATA-001;F278-DATA-002,F278-VAL-001;F278-VAL-002,F278-CALC-001,F278-UX-001;F278-UX-002;F278-UX-003,F278-SEC-001;F278-SEC-002,F278-INT-001;F278-INT-002,F278-API-001;F278-API-002,F278-E2E-001;F278-E2E-002,F278-UAT-001;F278-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F278-PFC-01;F278-PFC-02;F278-PFC-03;F278-PFC-04;F278-PFC-05;F278-PFC-06;F278-PFC-07;F278-PFC-08;F278-PFC-09;F278-PFC-10,F278-STM-01;F278-STM-02;F278-STM-03;F278-STM-04;F278-STM-05
F279,Discounts,Point of Sale,docs\03-modules\point-of-sale\features\F279-discounts.md,F279-CAP-001;F279-CAP-002;F279-CAP-003,F279-FLOW-001;F279-FLOW-002,F279-BR-001;F279-BR-002,F279-DATA-001;F279-DATA-002,F279-VAL-001;F279-VAL-002,F279-CALC-001,F279-UX-001;F279-UX-002;F279-UX-003,F279-SEC-001;F279-SEC-002,F279-INT-001;F279-INT-002,F279-API-001;F279-API-002,F279-E2E-001;F279-E2E-002,F279-UAT-001;F279-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F279-PFC-01;F279-PFC-02;F279-PFC-03;F279-PFC-04;F279-PFC-05;F279-PFC-06;F279-PFC-07;F279-PFC-08;F279-PFC-09;F279-PFC-10,F279-STM-01;F279-STM-02;F279-STM-03;F279-STM-04;F279-STM-05
F280,Promotions,Point of Sale,docs\03-modules\point-of-sale\features\F280-promotions.md,F280-CAP-001;F280-CAP-002;F280-CAP-003,F280-FLOW-001;F280-FLOW-002,F280-BR-001;F280-BR-002,F280-DATA-001;F280-DATA-002,F280-VAL-001;F280-VAL-002,F280-CALC-001,F280-UX-001;F280-UX-002;F280-UX-003,F280-SEC-001;F280-SEC-002,F280-INT-001;F280-INT-002,F280-API-001;F280-API-002,F280-E2E-001;F280-E2E-002,F280-UAT-001;F280-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F280-PFC-01;F280-PFC-02;F280-PFC-03;F280-PFC-04;F280-PFC-05;F280-PFC-06;F280-PFC-07;F280-PFC-08;F280-PFC-09;F280-PFC-10,F280-STM-01;F280-STM-02;F280-STM-03;F280-STM-04;F280-STM-05
F281,Coupons,Point of Sale,docs\03-modules\point-of-sale\features\F281-coupons.md,F281-CAP-001;F281-CAP-002;F281-CAP-003,F281-FLOW-001;F281-FLOW-002,F281-BR-001;F281-BR-002,F281-DATA-001;F281-DATA-002,F281-VAL-001;F281-VAL-002,F281-CALC-001,F281-UX-001;F281-UX-002;F281-UX-003,F281-SEC-001;F281-SEC-002,F281-INT-001;F281-INT-002,F281-API-001;F281-API-002,F281-E2E-001;F281-E2E-002,F281-UAT-001;F281-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F281-PFC-01;F281-PFC-02;F281-PFC-03;F281-PFC-04;F281-PFC-05;F281-PFC-06;F281-PFC-07;F281-PFC-08;F281-PFC-09;F281-PFC-10,F281-STM-01;F281-STM-02;F281-STM-03;F281-STM-04;F281-STM-05
F282,Cash payments,Point of Sale,docs\03-modules\point-of-sale\features\F282-cash-payments.md,F282-CAP-001;F282-CAP-002;F282-CAP-003,F282-FLOW-001;F282-FLOW-002,F282-BR-001;F282-BR-002,F282-DATA-001;F282-DATA-002,F282-VAL-001;F282-VAL-002,F282-CALC-001,F282-UX-001;F282-UX-002;F282-UX-003,F282-SEC-001;F282-SEC-002,F282-INT-001;F282-INT-002,F282-API-001;F282-API-002,F282-E2E-001;F282-E2E-002,F282-UAT-001;F282-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F282-PFC-01;F282-PFC-02;F282-PFC-03;F282-PFC-04;F282-PFC-05;F282-PFC-06;F282-PFC-07;F282-PFC-08;F282-PFC-09;F282-PFC-10,F282-STM-01;F282-STM-02;F282-STM-03;F282-STM-04;F282-STM-05
F283,Card payments,Point of Sale,docs\03-modules\point-of-sale\features\F283-card-payments.md,F283-CAP-001;F283-CAP-002;F283-CAP-003,F283-FLOW-001;F283-FLOW-002,F283-BR-001;F283-BR-002,F283-DATA-001;F283-DATA-002,F283-VAL-001;F283-VAL-002,F283-CALC-001,F283-UX-001;F283-UX-002;F283-UX-003,F283-SEC-001;F283-SEC-002,F283-INT-001;F283-INT-002,F283-API-001;F283-API-002,F283-E2E-001;F283-E2E-002,F283-UAT-001;F283-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F283-PFC-01;F283-PFC-02;F283-PFC-03;F283-PFC-04;F283-PFC-05;F283-PFC-06;F283-PFC-07;F283-PFC-08;F283-PFC-09;F283-PFC-10,F283-STM-01;F283-STM-02;F283-STM-03;F283-STM-04;F283-STM-05
F284,UPI and digital payments,Point of Sale,docs\03-modules\point-of-sale\features\F284-upi-and-digital-payments.md,F284-CAP-001;F284-CAP-002;F284-CAP-003,F284-FLOW-001;F284-FLOW-002,F284-BR-001;F284-BR-002,F284-DATA-001;F284-DATA-002,F284-VAL-001;F284-VAL-002,F284-CALC-001,F284-UX-001;F284-UX-002;F284-UX-003,F284-SEC-001;F284-SEC-002,F284-INT-001;F284-INT-002,F284-API-001;F284-API-002,F284-E2E-001;F284-E2E-002,F284-UAT-001;F284-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F284-PFC-01;F284-PFC-02;F284-PFC-03;F284-PFC-04;F284-PFC-05;F284-PFC-06;F284-PFC-07;F284-PFC-08;F284-PFC-09;F284-PFC-10,F284-STM-01;F284-STM-02;F284-STM-03;F284-STM-04;F284-STM-05
F285,Split payments,Point of Sale,docs\03-modules\point-of-sale\features\F285-split-payments.md,F285-CAP-001;F285-CAP-002;F285-CAP-003,F285-FLOW-001;F285-FLOW-002,F285-BR-001;F285-BR-002,F285-DATA-001;F285-DATA-002,F285-VAL-001;F285-VAL-002,F285-CALC-001,F285-UX-001;F285-UX-002;F285-UX-003,F285-SEC-001;F285-SEC-002,F285-INT-001;F285-INT-002,F285-API-001;F285-API-002,F285-E2E-001;F285-E2E-002,F285-UAT-001;F285-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F285-PFC-01;F285-PFC-02;F285-PFC-03;F285-PFC-04;F285-PFC-05;F285-PFC-06;F285-PFC-07;F285-PFC-08;F285-PFC-09;F285-PFC-10,F285-STM-01;F285-STM-02;F285-STM-03;F285-STM-04;F285-STM-05
F286,Multiple payment methods,Point of Sale,docs\03-modules\point-of-sale\features\F286-multiple-payment-methods.md,F286-CAP-001;F286-CAP-002;F286-CAP-003,F286-FLOW-001;F286-FLOW-002,F286-BR-001;F286-BR-002,F286-DATA-001;F286-DATA-002,F286-VAL-001;F286-VAL-002,F286-CALC-001,F286-UX-001;F286-UX-002;F286-UX-003,F286-SEC-001;F286-SEC-002,F286-INT-001;F286-INT-002,F286-API-001;F286-API-002,F286-E2E-001;F286-E2E-002,F286-UAT-001;F286-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F286-PFC-01;F286-PFC-02;F286-PFC-03;F286-PFC-04;F286-PFC-05;F286-PFC-06;F286-PFC-07;F286-PFC-08;F286-PFC-09;F286-PFC-10,F286-STM-01;F286-STM-02;F286-STM-03;F286-STM-04;F286-STM-05
F287,Hold / suspend sale,Point of Sale,docs\03-modules\point-of-sale\features\F287-hold-suspend-sale.md,F287-CAP-001;F287-CAP-002;F287-CAP-003,F287-FLOW-001;F287-FLOW-002,F287-BR-001;F287-BR-002,F287-DATA-001;F287-DATA-002,F287-VAL-001;F287-VAL-002,F287-CALC-001,F287-UX-001;F287-UX-002;F287-UX-003,F287-SEC-001;F287-SEC-002,F287-INT-001;F287-INT-002,F287-API-001;F287-API-002,F287-E2E-001;F287-E2E-002,F287-UAT-001;F287-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F287-PFC-01;F287-PFC-02;F287-PFC-03;F287-PFC-04;F287-PFC-05;F287-PFC-06;F287-PFC-07;F287-PFC-08;F287-PFC-09;F287-PFC-10,F287-STM-01;F287-STM-02;F287-STM-03;F287-STM-04;F287-STM-05
F288,Resume sale,Point of Sale,docs\03-modules\point-of-sale\features\F288-resume-sale.md,F288-CAP-001;F288-CAP-002;F288-CAP-003,F288-FLOW-001;F288-FLOW-002,F288-BR-001;F288-BR-002,F288-DATA-001;F288-DATA-002,F288-VAL-001;F288-VAL-002,F288-CALC-001,F288-UX-001;F288-UX-002;F288-UX-003,F288-SEC-001;F288-SEC-002,F288-INT-001;F288-INT-002,F288-API-001;F288-API-002,F288-E2E-001;F288-E2E-002,F288-UAT-001;F288-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F288-PFC-01;F288-PFC-02;F288-PFC-03;F288-PFC-04;F288-PFC-05;F288-PFC-06;F288-PFC-07;F288-PFC-08;F288-PFC-09;F288-PFC-10,F288-STM-01;F288-STM-02;F288-STM-03;F288-STM-04;F288-STM-05
F289,Receipt printing,Point of Sale,docs\03-modules\point-of-sale\features\F289-receipt-printing.md,F289-CAP-001;F289-CAP-002;F289-CAP-003,F289-FLOW-001;F289-FLOW-002,F289-BR-001;F289-BR-002,F289-DATA-001;F289-DATA-002,F289-VAL-001;F289-VAL-002,F289-CALC-001,F289-UX-001;F289-UX-002;F289-UX-003,F289-SEC-001;F289-SEC-002,F289-INT-001;F289-INT-002,F289-API-001;F289-API-002,F289-E2E-001;F289-E2E-002,F289-UAT-001;F289-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F289-PFC-01;F289-PFC-02;F289-PFC-03;F289-PFC-04;F289-PFC-05;F289-PFC-06;F289-PFC-07;F289-PFC-08;F289-PFC-09;F289-PFC-10,F289-STM-01;F289-STM-02;F289-STM-03;F289-STM-04;F289-STM-05
F290,Invoice generation,Point of Sale,docs\03-modules\point-of-sale\features\F290-invoice-generation.md,F290-CAP-001;F290-CAP-002;F290-CAP-003,F290-FLOW-001;F290-FLOW-002,F290-BR-001;F290-BR-002,F290-DATA-001;F290-DATA-002,F290-VAL-001;F290-VAL-002,F290-CALC-001,F290-UX-001;F290-UX-002;F290-UX-003,F290-SEC-001;F290-SEC-002,F290-INT-001;F290-INT-002,F290-API-001;F290-API-002,F290-E2E-001;F290-E2E-002,F290-UAT-001;F290-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F290-PFC-01;F290-PFC-02;F290-PFC-03;F290-PFC-04;F290-PFC-05;F290-PFC-06;F290-PFC-07;F290-PFC-08;F290-PFC-09;F290-PFC-10,F290-STM-01;F290-STM-02;F290-STM-03;F290-STM-04;F290-STM-05
F291,Returns,Point of Sale,docs\03-modules\point-of-sale\features\F291-returns.md,F291-CAP-001;F291-CAP-002;F291-CAP-003,F291-FLOW-001;F291-FLOW-002,F291-BR-001;F291-BR-002,F291-DATA-001;F291-DATA-002,F291-VAL-001;F291-VAL-002,F291-CALC-001,F291-UX-001;F291-UX-002;F291-UX-003,F291-SEC-001;F291-SEC-002,F291-INT-001;F291-INT-002,F291-API-001;F291-API-002,F291-E2E-001;F291-E2E-002,F291-UAT-001;F291-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F291-PFC-01;F291-PFC-02;F291-PFC-03;F291-PFC-04;F291-PFC-05;F291-PFC-06;F291-PFC-07;F291-PFC-08;F291-PFC-09;F291-PFC-10,F291-STM-01;F291-STM-02;F291-STM-03;F291-STM-04;F291-STM-05
F292,Refunds,Point of Sale,docs\03-modules\point-of-sale\features\F292-refunds.md,F292-CAP-001;F292-CAP-002;F292-CAP-003,F292-FLOW-001;F292-FLOW-002,F292-BR-001;F292-BR-002,F292-DATA-001;F292-DATA-002,F292-VAL-001;F292-VAL-002,F292-CALC-001,F292-UX-001;F292-UX-002;F292-UX-003,F292-SEC-001;F292-SEC-002,F292-INT-001;F292-INT-002,F292-API-001;F292-API-002,F292-E2E-001;F292-E2E-002,F292-UAT-001;F292-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F292-PFC-01;F292-PFC-02;F292-PFC-03;F292-PFC-04;F292-PFC-05;F292-PFC-06;F292-PFC-07;F292-PFC-08;F292-PFC-09;F292-PFC-10,F292-STM-01;F292-STM-02;F292-STM-03;F292-STM-04;F292-STM-05
F293,Exchanges,Point of Sale,docs\03-modules\point-of-sale\features\F293-exchanges.md,F293-CAP-001;F293-CAP-002;F293-CAP-003,F293-FLOW-001;F293-FLOW-002,F293-BR-001;F293-BR-002,F293-DATA-001;F293-DATA-002,F293-VAL-001;F293-VAL-002,F293-CALC-001,F293-UX-001;F293-UX-002;F293-UX-003,F293-SEC-001;F293-SEC-002,F293-INT-001;F293-INT-002,F293-API-001;F293-API-002,F293-E2E-001;F293-E2E-002,F293-UAT-001;F293-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F293-PFC-01;F293-PFC-02;F293-PFC-03;F293-PFC-04;F293-PFC-05;F293-PFC-06;F293-PFC-07;F293-PFC-08;F293-PFC-09;F293-PFC-10,F293-STM-01;F293-STM-02;F293-STM-03;F293-STM-04;F293-STM-05
F294,Stock reduction,Point of Sale,docs\03-modules\point-of-sale\features\F294-stock-reduction.md,F294-CAP-001;F294-CAP-002;F294-CAP-003,F294-FLOW-001;F294-FLOW-002,F294-BR-001;F294-BR-002,F294-DATA-001;F294-DATA-002,F294-VAL-001;F294-VAL-002,F294-CALC-001,F294-UX-001;F294-UX-002;F294-UX-003,F294-SEC-001;F294-SEC-002,F294-INT-001;F294-INT-002,F294-API-001;F294-API-002,F294-E2E-001;F294-E2E-002,F294-UAT-001;F294-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F294-PFC-01;F294-PFC-02;F294-PFC-03;F294-PFC-04;F294-PFC-05;F294-PFC-06;F294-PFC-07;F294-PFC-08;F294-PFC-09;F294-PFC-10,F294-STM-01;F294-STM-02;F294-STM-03;F294-STM-04;F294-STM-05
F295,Lot / serial support where required,Point of Sale,docs\03-modules\point-of-sale\features\F295-lot-serial-support-where-required.md,F295-CAP-001;F295-CAP-002;F295-CAP-003,F295-FLOW-001;F295-FLOW-002,F295-BR-001;F295-BR-002,F295-DATA-001;F295-DATA-002,F295-VAL-001;F295-VAL-002,F295-CALC-001,F295-UX-001;F295-UX-002;F295-UX-003,F295-SEC-001;F295-SEC-002,F295-INT-001;F295-INT-002,F295-API-001;F295-API-002,F295-E2E-001;F295-E2E-002,F295-UAT-001;F295-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F295-PFC-01;F295-PFC-02;F295-PFC-03;F295-PFC-04;F295-PFC-05;F295-PFC-06;F295-PFC-07;F295-PFC-08;F295-PFC-09;F295-PFC-10,F295-STM-01;F295-STM-02;F295-STM-03;F295-STM-04;F295-STM-05
F296,Real-time inventory,Point of Sale,docs\03-modules\point-of-sale\features\F296-real-time-inventory.md,F296-CAP-001;F296-CAP-002;F296-CAP-003,F296-FLOW-001;F296-FLOW-002,F296-BR-001;F296-BR-002,F296-DATA-001;F296-DATA-002,F296-VAL-001;F296-VAL-002,F296-CALC-001,F296-UX-001;F296-UX-002;F296-UX-003,F296-SEC-001;F296-SEC-002,F296-INT-001;F296-INT-002,F296-API-001;F296-API-002,F296-E2E-001;F296-E2E-002,F296-UAT-001;F296-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F296-PFC-01;F296-PFC-02;F296-PFC-03;F296-PFC-04;F296-PFC-05;F296-PFC-06;F296-PFC-07;F296-PFC-08;F296-PFC-09;F296-PFC-10,F296-STM-01;F296-STM-02;F296-STM-03;F296-STM-04;F296-STM-05
F297,Offline POS,Point of Sale,docs\03-modules\point-of-sale\features\F297-offline-pos.md,F297-CAP-001;F297-CAP-002;F297-CAP-003,F297-FLOW-001;F297-FLOW-002,F297-BR-001;F297-BR-002,F297-DATA-001;F297-DATA-002,F297-VAL-001;F297-VAL-002,F297-CALC-001,F297-UX-001;F297-UX-002;F297-UX-003,F297-SEC-001;F297-SEC-002,F297-INT-001;F297-INT-002,F297-API-001;F297-API-002,F297-E2E-001;F297-E2E-002,F297-UAT-001;F297-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F297-PFC-01;F297-PFC-02;F297-PFC-03;F297-PFC-04;F297-PFC-05;F297-PFC-06;F297-PFC-07;F297-PFC-08;F297-PFC-09;F297-PFC-10,F297-STM-01;F297-STM-02;F297-STM-03;F297-STM-04;F297-STM-05
F298,Offline-to-online synchronization,Point of Sale,docs\03-modules\point-of-sale\features\F298-offline-to-online-synchronization.md,F298-CAP-001;F298-CAP-002;F298-CAP-003,F298-FLOW-001;F298-FLOW-002,F298-BR-001;F298-BR-002,F298-DATA-001;F298-DATA-002,F298-VAL-001;F298-VAL-002,F298-CALC-001,F298-UX-001;F298-UX-002;F298-UX-003,F298-SEC-001;F298-SEC-002,F298-INT-001;F298-INT-002,F298-API-001;F298-API-002,F298-E2E-001;F298-E2E-002,F298-UAT-001;F298-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F298-PFC-01;F298-PFC-02;F298-PFC-03;F298-PFC-04;F298-PFC-05;F298-PFC-06;F298-PFC-07;F298-PFC-08;F298-PFC-09;F298-PFC-10,F298-STM-01;F298-STM-02;F298-STM-03;F298-STM-04;F298-STM-05
F299,Cash drawer opening balance,Point of Sale,docs\03-modules\point-of-sale\features\F299-cash-drawer-opening-balance.md,F299-CAP-001;F299-CAP-002;F299-CAP-003,F299-FLOW-001;F299-FLOW-002,F299-BR-001;F299-BR-002,F299-DATA-001;F299-DATA-002,F299-VAL-001;F299-VAL-002,F299-CALC-001,F299-UX-001;F299-UX-002;F299-UX-003,F299-SEC-001;F299-SEC-002,F299-INT-001;F299-INT-002,F299-API-001;F299-API-002,F299-E2E-001;F299-E2E-002,F299-UAT-001;F299-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F299-PFC-01;F299-PFC-02;F299-PFC-03;F299-PFC-04;F299-PFC-05;F299-PFC-06;F299-PFC-07;F299-PFC-08;F299-PFC-09;F299-PFC-10,F299-STM-01;F299-STM-02;F299-STM-03;F299-STM-04;F299-STM-05
F300,Cash movements,Point of Sale,docs\03-modules\point-of-sale\features\F300-cash-movements.md,F300-CAP-001;F300-CAP-002;F300-CAP-003,F300-FLOW-001;F300-FLOW-002,F300-BR-001;F300-BR-002,F300-DATA-001;F300-DATA-002,F300-VAL-001;F300-VAL-002,F300-CALC-001,F300-UX-001;F300-UX-002;F300-UX-003,F300-SEC-001;F300-SEC-002,F300-INT-001;F300-INT-002,F300-API-001;F300-API-002,F300-E2E-001;F300-E2E-002,F300-UAT-001;F300-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F300-PFC-01;F300-PFC-02;F300-PFC-03;F300-PFC-04;F300-PFC-05;F300-PFC-06;F300-PFC-07;F300-PFC-08;F300-PFC-09;F300-PFC-10,F300-STM-01;F300-STM-02;F300-STM-03;F300-STM-04;F300-STM-05
F301,Shift opening,Point of Sale,docs\03-modules\point-of-sale\features\F301-shift-opening.md,F301-CAP-001;F301-CAP-002;F301-CAP-003,F301-FLOW-001;F301-FLOW-002,F301-BR-001;F301-BR-002,F301-DATA-001;F301-DATA-002,F301-VAL-001;F301-VAL-002,F301-CALC-001,F301-UX-001;F301-UX-002;F301-UX-003,F301-SEC-001;F301-SEC-002,F301-INT-001;F301-INT-002,F301-API-001;F301-API-002,F301-E2E-001;F301-E2E-002,F301-UAT-001;F301-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F301-PFC-01;F301-PFC-02;F301-PFC-03;F301-PFC-04;F301-PFC-05;F301-PFC-06;F301-PFC-07;F301-PFC-08;F301-PFC-09;F301-PFC-10,F301-STM-01;F301-STM-02;F301-STM-03;F301-STM-04;F301-STM-05
F302,Shift closing,Point of Sale,docs\03-modules\point-of-sale\features\F302-shift-closing.md,F302-CAP-001;F302-CAP-002;F302-CAP-003,F302-FLOW-001;F302-FLOW-002,F302-BR-001;F302-BR-002,F302-DATA-001;F302-DATA-002,F302-VAL-001;F302-VAL-002,F302-CALC-001,F302-UX-001;F302-UX-002;F302-UX-003,F302-SEC-001;F302-SEC-002,F302-INT-001;F302-INT-002,F302-API-001;F302-API-002,F302-E2E-001;F302-E2E-002,F302-UAT-001;F302-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F302-PFC-01;F302-PFC-02;F302-PFC-03;F302-PFC-04;F302-PFC-05;F302-PFC-06;F302-PFC-07;F302-PFC-08;F302-PFC-09;F302-PFC-10,F302-STM-01;F302-STM-02;F302-STM-03;F302-STM-04;F302-STM-05
F303,Day-end / Z report,Point of Sale,docs\03-modules\point-of-sale\features\F303-day-end-z-report.md,F303-CAP-001;F303-CAP-002;F303-CAP-003,F303-FLOW-001;F303-FLOW-002,F303-BR-001;F303-BR-002,F303-DATA-001;F303-DATA-002,F303-VAL-001;F303-VAL-002,F303-CALC-001,F303-UX-001;F303-UX-002;F303-UX-003,F303-SEC-001;F303-SEC-002,F303-INT-001;F303-INT-002,F303-API-001;F303-API-002,F303-E2E-001;F303-E2E-002,F303-UAT-001;F303-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F303-PFC-01;F303-PFC-02;F303-PFC-03;F303-PFC-04;F303-PFC-05;F303-PFC-06;F303-PFC-07;F303-PFC-08;F303-PFC-09;F303-PFC-10,F303-STM-01;F303-STM-02;F303-STM-03;F303-STM-04;F303-STM-05
F304,Payment reconciliation,Point of Sale,docs\03-modules\point-of-sale\features\F304-payment-reconciliation.md,F304-CAP-001;F304-CAP-002;F304-CAP-003,F304-FLOW-001;F304-FLOW-002,F304-BR-001;F304-BR-002,F304-DATA-001;F304-DATA-002,F304-VAL-001;F304-VAL-002,F304-CALC-001,F304-UX-001;F304-UX-002;F304-UX-003,F304-SEC-001;F304-SEC-002,F304-INT-001;F304-INT-002,F304-API-001;F304-API-002,F304-E2E-001;F304-E2E-002,F304-UAT-001;F304-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F304-PFC-01;F304-PFC-02;F304-PFC-03;F304-PFC-04;F304-PFC-05;F304-PFC-06;F304-PFC-07;F304-PFC-08;F304-PFC-09;F304-PFC-10,F304-STM-01;F304-STM-02;F304-STM-03;F304-STM-04;F304-STM-05
F305,POS accounting posting,Point of Sale,docs\03-modules\point-of-sale\features\F305-pos-accounting-posting.md,F305-CAP-001;F305-CAP-002;F305-CAP-003,F305-FLOW-001;F305-FLOW-002,F305-BR-001;F305-BR-002,F305-DATA-001;F305-DATA-002,F305-VAL-001;F305-VAL-002,F305-CALC-001,F305-UX-001;F305-UX-002;F305-UX-003,F305-SEC-001;F305-SEC-002,F305-INT-001;F305-INT-002,F305-API-001;F305-API-002,F305-E2E-001;F305-E2E-002,F305-UAT-001;F305-UAT-002,APPROVED,TO_BE_FROZEN_FROM_DOSSIER,BLOCKED_UNTIL_PROGRAM_GATE_PASS,8,APPROVED,F305-PFC-01;F305-PFC-02;F305-PFC-03;F305-PFC-04;F305-PFC-05;F305-PFC-06;F305-PFC-07;F305-PFC-08;F305-PFC-09;F305-PFC-10,F305-STM-01;F305-STM-02;F305-STM-03;F305-STM-04;F305-STM-05
