semantic_id,feature_id,module,feature_name,semantic_family,axis,title,normative_scope,classification,mandatory,owner_feature_id,shared_platform_dependencies,cross_module_context,acceptance_condition,status,reviewed_on
F210-SEM-03,F210,Projects,Timesheets,project,RULE,Timesheets — Schedule/resource/budget/progress/billing rules,"Define dependency cycles, capacity, progress rollups, budget revisions, billing eligibility and profitability formulas.",B_EXISTING_FID_SUBCAPABILITY,YES,F210,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F210-SEM-04,F210,Projects,Timesheets,project,SEC,Timesheets — Project/team/financial authority and SoD,"Enforce project/team/customer scope, time approval, budget/billing authority and restricted margin/cost visibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F210,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F210-SEM-05,F210,Projects,Timesheets,project,UX,Timesheets — Plan/board/Gantt/calendar/team/financial workspace,"Provide desktop planning, task boards, Gantt/calendar, mobile assigned work/time/expense/approval and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F210,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F210-SEM-06,F210,Projects,Timesheets,project,INT,Timesheets — Sales/procurement/stock/hr/accounting/assets contracts,"Use public contracts for initiation, commitments, materials, resource time, invoices, assets and profitability reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F210,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F210-SEM-07,F210,Projects,Timesheets,project,EXC,"Timesheets — Dependency cycle, stale baseline, overrun, retro time and close/reopen recovery","Handle concurrent planning, failed procurement/billing, retro actuals, partial close and controlled reopen.",B_EXISTING_FID_SUBCAPABILITY,YES,F210,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F210-SEM-08,F210,Projects,Timesheets,project,VER,Timesheets — Graph/budget/profitability/reconciliation verification,"Require cycle tests, financial invariants, integration journeys, role-negative E2E and UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F210,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-01,F211,Projects,Project expenses,project,CORE,Project expenses — Project planning/execution/financial lifecycle,Define planned/active/on-hold/completed/closed/reopened semantics and baseline/change control where applicable.,B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-02,F211,Projects,Project expenses,project,DATA,Project expenses — WBS/task/resource/time/cost/revenue linkage,"Freeze hierarchy, dependencies, milestones, assignments, time/expense/material/procurement/budget/billing and history.",B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-03,F211,Projects,Project expenses,project,RULE,Project expenses — Schedule/resource/budget/progress/billing rules,"Define dependency cycles, capacity, progress rollups, budget revisions, billing eligibility and profitability formulas.",B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-04,F211,Projects,Project expenses,project,SEC,Project expenses — Project/team/financial authority and SoD,"Enforce project/team/customer scope, time approval, budget/billing authority and restricted margin/cost visibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-05,F211,Projects,Project expenses,project,UX,Project expenses — Plan/board/Gantt/calendar/team/financial workspace,"Provide desktop planning, task boards, Gantt/calendar, mobile assigned work/time/expense/approval and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-06,F211,Projects,Project expenses,project,INT,Project expenses — Sales/procurement/stock/hr/accounting/assets contracts,"Use public contracts for initiation, commitments, materials, resource time, invoices, assets and profitability reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-07,F211,Projects,Project expenses,project,EXC,"Project expenses — Dependency cycle, stale baseline, overrun, retro time and close/reopen recovery","Handle concurrent planning, failed procurement/billing, retro actuals, partial close and controlled reopen.",B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F211-SEM-08,F211,Projects,Project expenses,project,VER,Project expenses — Graph/budget/profitability/reconciliation verification,"Require cycle tests, financial invariants, integration journeys, role-negative E2E and UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F211,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-01,F212,Projects,Materials consumed,operational,CORE,Materials consumed — Feature-specific lifecycle and operator outcome,"Freeze entry conditions, valid states/actions, terminal outcomes and explicit non-goals for this feature.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-02,F212,Projects,Materials consumed,operational,DATA,"Materials consumed — Authoritative data, relationships and historical truth","Define identifiers, required/optional fields, references, effective dates, lineage, retention and immutable historical facts.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-03,F212,Projects,Materials consumed,operational,RULE,"Materials consumed — Eligibility, validation, precedence and invariant rules","Specify server-side guards, configuration precedence, deterministic decisions and actionable failure messages.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-04,F212,Projects,Materials consumed,operational,SEC,"Materials consumed — Role, scope, sensitive field and override authority","Define permissions, tenant/company/branch/team/owner scope, field visibility and privileged override audit.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-05,F212,Projects,Materials consumed,operational,UX,Materials consumed — Primary/alternate/exception operator workflow,"Cover list/search/detail/create/edit/actions, bulk behavior, empty/error/conflict states, responsive/mobile applicability and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-06,F212,Projects,Materials consumed,operational,INT,Materials consumed — Cross-module/external ownership and contract boundaries,"Identify authoritative owner, public commands/queries, event/outbox effects, idempotency and reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-07,F212,Projects,Materials consumed,operational,EXC,"Materials consumed — Concurrency, duplicate, retry, cancellation and recovery","Define stale writes, duplicate submissions, retries, partial integration failure, reversal/compensation and exception queues.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F212-SEM-08,F212,Projects,Materials consumed,operational,VER,"Materials consumed — Audit, observability, automated tests and UAT","Require auditable state changes, metrics/logs, negative/concurrency/integration tests, E2E and human sign-off.",B_EXISTING_FID_SUBCAPABILITY,YES,F212,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-01,F213,Projects,Project procurement,project,CORE,Project procurement — Project planning/execution/financial lifecycle,Define planned/active/on-hold/completed/closed/reopened semantics and baseline/change control where applicable.,B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-02,F213,Projects,Project procurement,project,DATA,Project procurement — WBS/task/resource/time/cost/revenue linkage,"Freeze hierarchy, dependencies, milestones, assignments, time/expense/material/procurement/budget/billing and history.",B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-03,F213,Projects,Project procurement,project,RULE,Project procurement — Schedule/resource/budget/progress/billing rules,"Define dependency cycles, capacity, progress rollups, budget revisions, billing eligibility and profitability formulas.",B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-04,F213,Projects,Project procurement,project,SEC,Project procurement — Project/team/financial authority and SoD,"Enforce project/team/customer scope, time approval, budget/billing authority and restricted margin/cost visibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-05,F213,Projects,Project procurement,project,UX,Project procurement — Plan/board/Gantt/calendar/team/financial workspace,"Provide desktop planning, task boards, Gantt/calendar, mobile assigned work/time/expense/approval and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-06,F213,Projects,Project procurement,project,INT,Project procurement — Sales/procurement/stock/hr/accounting/assets contracts,"Use public contracts for initiation, commitments, materials, resource time, invoices, assets and profitability reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-07,F213,Projects,Project procurement,project,EXC,"Project procurement — Dependency cycle, stale baseline, overrun, retro time and close/reopen recovery","Handle concurrent planning, failed procurement/billing, retro actuals, partial close and controlled reopen.",B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F213-SEM-08,F213,Projects,Project procurement,project,VER,Project procurement — Graph/budget/profitability/reconciliation verification,"Require cycle tests, financial invariants, integration journeys, role-negative E2E and UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F213,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-01,F214,Projects,Project budget,project,CORE,Project budget — Project planning/execution/financial lifecycle,Define planned/active/on-hold/completed/closed/reopened semantics and baseline/change control where applicable.,B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-02,F214,Projects,Project budget,project,DATA,Project budget — WBS/task/resource/time/cost/revenue linkage,"Freeze hierarchy, dependencies, milestones, assignments, time/expense/material/procurement/budget/billing and history.",B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-03,F214,Projects,Project budget,project,RULE,Project budget — Schedule/resource/budget/progress/billing rules,"Define dependency cycles, capacity, progress rollups, budget revisions, billing eligibility and profitability formulas.",B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-04,F214,Projects,Project budget,project,SEC,Project budget — Project/team/financial authority and SoD,"Enforce project/team/customer scope, time approval, budget/billing authority and restricted margin/cost visibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-05,F214,Projects,Project budget,project,UX,Project budget — Plan/board/Gantt/calendar/team/financial workspace,"Provide desktop planning, task boards, Gantt/calendar, mobile assigned work/time/expense/approval and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-06,F214,Projects,Project budget,project,INT,Project budget — Sales/procurement/stock/hr/accounting/assets contracts,"Use public contracts for initiation, commitments, materials, resource time, invoices, assets and profitability reconciliation.",B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-07,F214,Projects,Project budget,project,EXC,"Project budget — Dependency cycle, stale baseline, overrun, retro time and close/reopen recovery","Handle concurrent planning, failed procurement/billing, retro actuals, partial close and controlled reopen.",B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F214-SEM-08,F214,Projects,Project budget,project,VER,Project budget — Graph/budget/profitability/reconciliation verification,"Require cycle tests, financial invariants, integration journeys, role-negative E2E and UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F214,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-01,F215,Projects,Budget revisions,project,CORE,Budget revisions — Project planning/execution/financial lifecycle,"Define planned/active/on-hold/completed/closed/reopened semantics and baseline/change control where applicable. Version/effectivity, approved release, historical production truth and engineering change consequences must be explicit.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-02,F215,Projects,Budget revisions,project,DATA,Budget revisions — WBS/task/resource/time/cost/revenue linkage,"Freeze hierarchy, dependencies, milestones, assignments, time/expense/material/procurement/budget/billing and history.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-03,F215,Projects,Budget revisions,project,RULE,Budget revisions — Schedule/resource/budget/progress/billing rules,"Define dependency cycles, capacity, progress rollups, budget revisions, billing eligibility and profitability formulas. Version/effectivity, approved release, historical production truth and engineering change consequences must be explicit.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-04,F215,Projects,Budget revisions,project,SEC,Budget revisions — Project/team/financial authority and SoD,"Enforce project/team/customer scope, time approval, budget/billing authority and restricted margin/cost visibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-05,F215,Projects,Budget revisions,project,UX,Budget revisions — Plan/board/Gantt/calendar/team/financial workspace,"Provide desktop planning, task boards, Gantt/calendar, mobile assigned work/time/expense/approval and accessibility.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-06,F215,Projects,Budget revisions,project,INT,Budget revisions — Sales/procurement/stock/hr/accounting/assets contracts,"Use public contracts for initiation, commitments, materials, resource time, invoices, assets and profitability reconciliation. Version/effectivity, approved release, historical production truth and engineering change consequences must be explicit.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-07,F215,Projects,Budget revisions,project,EXC,"Budget revisions — Dependency cycle, stale baseline, overrun, retro time and close/reopen recovery","Handle concurrent planning, failed procurement/billing, retro actuals, partial close and controlled reopen. Version/effectivity, approved release, historical production truth and engineering change consequences must be explicit.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F215-SEM-08,F215,Projects,Budget revisions,project,VER,Budget revisions — Graph/budget/profitability/reconciliation verification,"Require cycle tests, financial invariants, integration journeys, role-negative E2E and UAT.",B_EXISTING_FID_SUBCAPABILITY,YES,F215,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F216-SEM-01,F216,Projects,Cost tracking,calculation,CORE,Cost tracking — Authoritative calculation scope and triggering lifecycle,"Define when calculation runs, authoritative owner, provisional/final states and whether recalculation is permitted.",B_EXISTING_FID_SUBCAPABILITY,YES,F216,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F216-SEM-02,F216,Projects,Cost tracking,calculation,DATA,"Cost tracking — Inputs, bases, dimensions and effective-dated parameters","Freeze source inputs, rates/bases, currencies/UOMs, effective dates, source snapshots and lineage.",B_EXISTING_FID_SUBCAPABILITY,YES,F216,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F216-SEM-03,F216,Projects,Cost tracking,calculation,RULE,"Cost tracking — Formula, precision, rounding and precedence","Specify deterministic formulas, precision/scale, rounding order, thresholds, caps/floors and configuration precedence.",B_EXISTING_FID_SUBCAPABILITY,YES,F216,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
F216-SEM-04,F216,Projects,Cost tracking,calculation,SEC,Cost tracking — Rate/base visibility and calculation authority,"Define who may configure inputs, run/recalculate, approve/finalize and view sensitive results.",B_EXISTING_FID_SUBCAPABILITY,YES,F216,SP008;SP009;SP012;SP014;SP015;SP016;SP017;SP019;SP024;SP030;SP031;SP033;SP034,Sales;Procurement;Stock / Inventory;HR & Payroll;Accounting / Finance;Assets,Feature dossier and implementation manifest must address this semantic scope with requirement/test evidence; absence blocks FEATURE_READY.,FROZEN,2026-08-31
