feature_id,feature_name,module,web_classification,mobile_classification,offline_classification,desktop_authority,accessibility,status
F251,Asset impairment,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F252,Asset maintenance,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F253,Preventive maintenance,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F254,Maintenance schedule,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F255,Repair history,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F256,Downtime,Assets,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F257,Warranty,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F258,Inspection,Assets,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F259,Calibration,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F260,Physical verification and audit,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F261,Barcode / QR identification,Assets,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F262,Asset disposal,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F263,Asset sale,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F264,Asset scrap,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F265,Gain / loss on disposal,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F266,Asset accounting integration,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F267,Asset reports,Assets,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F268,Stores and outlets,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F269,POS terminals,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F270,Cashiers,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F271,Cashier permissions,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F272,Product search,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F273,Barcode scanning,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F274,Product variants,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F275,Price lists,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F276,Customer selection,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F277,Cart,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F278,Taxes,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F279,Discounts,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F280,Promotions,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F281,Coupons,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F282,Cash payments,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F283,Card payments,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F284,UPI and digital payments,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F285,Split payments,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F286,Multiple payment methods,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F287,Hold / suspend sale,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F288,Resume sale,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F289,Receipt printing,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F290,Invoice generation,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F291,Returns,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F292,Refunds,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F293,Exchanges,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F294,Stock reduction,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F295,Lot / serial support where required,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F296,Real-time inventory,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F297,Offline POS,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F298,Offline-to-online synchronization,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F299,Cash drawer opening balance,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F300,Cash movements,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F301,Shift opening,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F302,Shift closing,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F303,Day-end / Z report,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F304,Payment reconciliation,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F305,POS accounting posting,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F306,Loyalty,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F307,POS sales analytics,Point of Sale,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F308,Quality standards,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F309,Inspection specifications,Quality,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F310,Quality plans,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F311,Quality control points,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F312,Incoming inspection,Quality,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F313,In-process inspection,Quality,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F314,Final inspection,Quality,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F315,Sampling plans,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F316,Measurement checks,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F317,Pass / fail checks,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F318,Tolerances,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F319,Inspection results,Quality,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F320,Defect recording,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F321,Non-conformance / NCR,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F322,Quality hold,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F323,Quality hold must block stock movement,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F324,Hold release,Quality,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F325,Disposition,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F326,Rework,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F327,Scrap,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F328,Return to supplier,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F329,Use-as-is approval,Quality,FULL_RESPONSIVE,APPROVAL_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F330,Root-cause analysis,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F331,CAPA,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F332,Corrective actions,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F333,Preventive actions,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F334,Supplier quality,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F335,Customer quality complaints,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F336,Calibration,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F337,Quality audits,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F338,Certificate of Analysis,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F339,Lot / batch traceability,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F340,Quality documents,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F341,Quality cost reporting,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F342,Quality KPI dashboard,Quality,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F343,Tickets and cases,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F344,Ticket number,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F345,Customer,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F346,Contact,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F347,Category,Support / Customer Service,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F348,Priority,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F349,Status,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F350,Queues,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F351,Agent assignment,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F352,Automatic routing,Support / Customer Service,FULL_RESPONSIVE,READ_ONLY,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F353,Email-to-ticket,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F354,Web ticket creation,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F355,Manual ticket creation,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F356,Customer replies,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F357,Internal / private notes,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F358,Attachments,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F359,SLA policies,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F360,First-response SLA,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F361,Resolution SLA,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F362,SLA breach handling,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F363,Escalations,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F364,Reassignment,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F365,Ticket history,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F366,Reopen ticket,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F367,Merge duplicate tickets,Support / Customer Service,FULL_RESPONSIVE,FIELD_OPTIMIZED,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F368,Tags,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F369,Knowledge base,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F370,Canned responses,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F371,Customer portal,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F372,Customer order history,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F373,Product linkage,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F374,Asset linkage,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F375,Warranty and service entitlement,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
F376,CSAT / customer rating,Support / Customer Service,FULL_RESPONSIVE,FULL,OPT_IN_ONLY_WHERE_DOSSIER_REQUIRES,FULL_OPERATOR_EXPERIENCE,WCAG_2_2_AA_INTENT,FROZEN
