transition_id,feature_id,feature_name,module,semantic_family,machine_name,from_state,action,guard,to_state,invalid_transition_behavior,lock_strategy,idempotency_behavior,audit_event,downstream_event,reversal_transition,acceptance_test,status,reviewed_on
F327-STM-03,F327,Scrap,Quality,operational,F327 implementation planning state machine,IN_PROGRESS,complete,"success conditions satisfied; plus F327 permission/scope, semantic RULE/VAL requirements and current effective configuration.",COMPLETED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F327 transition IN_PROGRESS --complete--> COMPLETED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F327; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->COMPLETED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F327.",FROZEN,2026-08-31
F327-STM-04,F327,Scrap,Quality,operational,F327 implementation planning state machine,IN_PROGRESS,suspend_or_fail,"recoverable exception occurs; plus F327 permission/scope, semantic RULE/VAL requirements and current effective configuration.",EXCEPTION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F327 transition IN_PROGRESS --suspend_or_fail--> EXCEPTION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F327; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->EXCEPTION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F327.",FROZEN,2026-08-31
F327-STM-05,F327,Scrap,Quality,operational,F327 implementation planning state machine,COMPLETED,reverse_or_reopen,"controlled correction permitted; plus F327 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED_OR_REOPENED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F327 transition COMPLETED --reverse_or_reopen--> REVERSED_OR_REOPENED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F327; otherwise reject reversal and document the alternative correction/reopen path.","Test valid COMPLETED->REVERSED_OR_REOPENED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F327.",FROZEN,2026-08-31
F328-STM-01,F328,Return to supplier,Quality,operational,F328 implementation planning state machine,DRAFT,prepare,"required context valid; plus F328 permission/scope, semantic RULE/VAL requirements and current effective configuration.",READY,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F328 transition DRAFT --prepare--> READY with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F328; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->READY, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F328.",FROZEN,2026-08-31
F328-STM-02,F328,Return to supplier,Quality,operational,F328 implementation planning state machine,READY,start_or_confirm,"permission and business guards pass; plus F328 permission/scope, semantic RULE/VAL requirements and current effective configuration.",IN_PROGRESS,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F328 transition READY --start_or_confirm--> IN_PROGRESS with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F328; otherwise reject reversal and document the alternative correction/reopen path.","Test valid READY->IN_PROGRESS, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F328.",FROZEN,2026-08-31
F328-STM-03,F328,Return to supplier,Quality,operational,F328 implementation planning state machine,IN_PROGRESS,complete,"success conditions satisfied; plus F328 permission/scope, semantic RULE/VAL requirements and current effective configuration.",COMPLETED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F328 transition IN_PROGRESS --complete--> COMPLETED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F328; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->COMPLETED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F328.",FROZEN,2026-08-31
F328-STM-04,F328,Return to supplier,Quality,operational,F328 implementation planning state machine,IN_PROGRESS,suspend_or_fail,"recoverable exception occurs; plus F328 permission/scope, semantic RULE/VAL requirements and current effective configuration.",EXCEPTION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F328 transition IN_PROGRESS --suspend_or_fail--> EXCEPTION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F328; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->EXCEPTION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F328.",FROZEN,2026-08-31
F328-STM-05,F328,Return to supplier,Quality,operational,F328 implementation planning state machine,COMPLETED,reverse_or_reopen,"controlled correction permitted; plus F328 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED_OR_REOPENED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F328 transition COMPLETED --reverse_or_reopen--> REVERSED_OR_REOPENED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F328; otherwise reject reversal and document the alternative correction/reopen path.","Test valid COMPLETED->REVERSED_OR_REOPENED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F328.",FROZEN,2026-08-31
F329-STM-01,F329,Use-as-is approval,Quality,decision,F329 implementation planning state machine,REQUESTED,submit,"request complete; plus F329 permission/scope, semantic RULE/VAL requirements and current effective configuration.",PENDING_REVIEW,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F329 transition REQUESTED --submit--> PENDING_REVIEW with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F329; otherwise reject reversal and document the alternative correction/reopen path.","Test valid REQUESTED->PENDING_REVIEW, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F329.",FROZEN,2026-08-31
F329-STM-02,F329,Use-as-is approval,Quality,decision,F329 implementation planning state machine,PENDING_REVIEW,approve,"authority and SoD pass; plus F329 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPROVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F329 transition PENDING_REVIEW --approve--> APPROVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F329; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_REVIEW->APPROVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F329.",FROZEN,2026-08-31
F329-STM-03,F329,Use-as-is approval,Quality,decision,F329 implementation planning state machine,PENDING_REVIEW,reject,"authorized rejection reason supplied; plus F329 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REJECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F329 transition PENDING_REVIEW --reject--> REJECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F329; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PENDING_REVIEW->REJECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F329.",FROZEN,2026-08-31
F329-STM-04,F329,Use-as-is approval,Quality,decision,F329 implementation planning state machine,APPROVED,apply,"target state still eligible; plus F329 permission/scope, semantic RULE/VAL requirements and current effective configuration.",APPLIED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F329 transition APPROVED --apply--> APPLIED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F329; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPROVED->APPLIED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F329.",FROZEN,2026-08-31
F329-STM-05,F329,Use-as-is approval,Quality,decision,F329 implementation planning state machine,APPLIED,revoke_or_reverse,"controlled correction permitted; plus F329 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F329 transition APPLIED --revoke_or_reverse--> REVERSED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F329; otherwise reject reversal and document the alternative correction/reopen path.","Test valid APPLIED->REVERSED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F329.",FROZEN,2026-08-31
F330-STM-01,F330,Root-cause analysis,Quality,analytics,F330 implementation planning state machine,IDLE,configure_query,"parameters and scope valid; plus F330 permission/scope, semantic RULE/VAL requirements and current effective configuration.",READY,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F330 transition IDLE --configure_query--> READY with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F330; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IDLE->READY, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F330.",FROZEN,2026-08-31
F330-STM-02,F330,Root-cause analysis,Quality,analytics,F330 implementation planning state machine,READY,run,"permission and filters valid; plus F330 permission/scope, semantic RULE/VAL requirements and current effective configuration.",RUNNING,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F330 transition READY --run--> RUNNING with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F330; otherwise reject reversal and document the alternative correction/reopen path.","Test valid READY->RUNNING, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F330.",FROZEN,2026-08-31
F330-STM-03,F330,Root-cause analysis,Quality,analytics,F330 implementation planning state machine,RUNNING,complete,"read model available; plus F330 permission/scope, semantic RULE/VAL requirements and current effective configuration.",RESULT_READY,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F330 transition RUNNING --complete--> RESULT_READY with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F330; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RUNNING->RESULT_READY, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F330.",FROZEN,2026-08-31
F330-STM-04,F330,Root-cause analysis,Quality,analytics,F330 implementation planning state machine,RUNNING,fail,"query/job fails; plus F330 permission/scope, semantic RULE/VAL requirements and current effective configuration.",FAILED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F330 transition RUNNING --fail--> FAILED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F330; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RUNNING->FAILED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F330.",FROZEN,2026-08-31
F330-STM-05,F330,Root-cause analysis,Quality,analytics,F330 implementation planning state machine,RESULT_READY,data_changes,"source version advances; plus F330 permission/scope, semantic RULE/VAL requirements and current effective configuration.",STALE,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F330 transition RESULT_READY --data_changes--> STALE with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F330; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RESULT_READY->STALE, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F330.",FROZEN,2026-08-31
F331-STM-01,F331,CAPA,Quality,quality,F331 implementation planning state machine,PLANNED,open_inspection,"spec/sample/instrument valid; plus F331 permission/scope, semantic RULE/VAL requirements and current effective configuration.",INSPECTION_OPEN,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F331 transition PLANNED --open_inspection--> INSPECTION_OPEN with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F331; otherwise reject reversal and document the alternative correction/reopen path.","Test valid PLANNED->INSPECTION_OPEN, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F331.",FROZEN,2026-08-31
F331-STM-02,F331,CAPA,Quality,quality,F331 implementation planning state machine,INSPECTION_OPEN,record_result,"measurement/pass-fail rules evaluated; plus F331 permission/scope, semantic RULE/VAL requirements and current effective configuration.",RESULT_RECORDED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F331 transition INSPECTION_OPEN --record_result--> RESULT_RECORDED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F331; otherwise reject reversal and document the alternative correction/reopen path.","Test valid INSPECTION_OPEN->RESULT_RECORDED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F331.",FROZEN,2026-08-31
F331-STM-03,F331,CAPA,Quality,quality,F331 implementation planning state machine,RESULT_RECORDED,hold_or_disposition,"nonconformance/decision requires control; plus F331 permission/scope, semantic RULE/VAL requirements and current effective configuration.",CONTROLLED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F331 transition RESULT_RECORDED --hold_or_disposition--> CONTROLLED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F331; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RESULT_RECORDED->CONTROLLED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F331.",FROZEN,2026-08-31
F331-STM-04,F331,CAPA,Quality,quality,F331 implementation planning state machine,CONTROLLED,release_or_complete_disposition,"authorized evidence complete; plus F331 permission/scope, semantic RULE/VAL requirements and current effective configuration.",RESOLVED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F331 transition CONTROLLED --release_or_complete_disposition--> RESOLVED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F331; otherwise reject reversal and document the alternative correction/reopen path.","Test valid CONTROLLED->RESOLVED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F331.",FROZEN,2026-08-31
F331-STM-05,F331,CAPA,Quality,quality,F331 implementation planning state machine,RESOLVED,close_or_correct,"audit/correction rules satisfied; plus F331 permission/scope, semantic RULE/VAL requirements and current effective configuration.",CLOSED_OR_CORRECTED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F331 transition RESOLVED --close_or_correct--> CLOSED_OR_CORRECTED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F331; otherwise reject reversal and document the alternative correction/reopen path.","Test valid RESOLVED->CLOSED_OR_CORRECTED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F331.",FROZEN,2026-08-31
F332-STM-01,F332,Corrective actions,Quality,operational,F332 implementation planning state machine,DRAFT,prepare,"required context valid; plus F332 permission/scope, semantic RULE/VAL requirements and current effective configuration.",READY,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F332 transition DRAFT --prepare--> READY with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F332; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->READY, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F332.",FROZEN,2026-08-31
F332-STM-02,F332,Corrective actions,Quality,operational,F332 implementation planning state machine,READY,start_or_confirm,"permission and business guards pass; plus F332 permission/scope, semantic RULE/VAL requirements and current effective configuration.",IN_PROGRESS,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F332 transition READY --start_or_confirm--> IN_PROGRESS with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F332; otherwise reject reversal and document the alternative correction/reopen path.","Test valid READY->IN_PROGRESS, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F332.",FROZEN,2026-08-31
F332-STM-03,F332,Corrective actions,Quality,operational,F332 implementation planning state machine,IN_PROGRESS,complete,"success conditions satisfied; plus F332 permission/scope, semantic RULE/VAL requirements and current effective configuration.",COMPLETED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F332 transition IN_PROGRESS --complete--> COMPLETED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F332; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->COMPLETED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F332.",FROZEN,2026-08-31
F332-STM-04,F332,Corrective actions,Quality,operational,F332 implementation planning state machine,IN_PROGRESS,suspend_or_fail,"recoverable exception occurs; plus F332 permission/scope, semantic RULE/VAL requirements and current effective configuration.",EXCEPTION,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F332 transition IN_PROGRESS --suspend_or_fail--> EXCEPTION with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F332; otherwise reject reversal and document the alternative correction/reopen path.","Test valid IN_PROGRESS->EXCEPTION, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F332.",FROZEN,2026-08-31
F332-STM-05,F332,Corrective actions,Quality,operational,F332 implementation planning state machine,COMPLETED,reverse_or_reopen,"controlled correction permitted; plus F332 permission/scope, semantic RULE/VAL requirements and current effective configuration.",REVERSED_OR_REOPENED,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F332 transition COMPLETED --reverse_or_reopen--> REVERSED_OR_REOPENED with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F332; otherwise reject reversal and document the alternative correction/reopen path.","Test valid COMPLETED->REVERSED_OR_REOPENED, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F332.",FROZEN,2026-08-31
F333-STM-01,F333,Preventive actions,Quality,operational,F333 implementation planning state machine,DRAFT,prepare,"required context valid; plus F333 permission/scope, semantic RULE/VAL requirements and current effective configuration.",READY,"Reject server-side with stable error code and permitted-next-actions metadata; do not mutate, emit downstream effect, or silently coerce state.","Use optimistic version compare for ordinary edits; use transaction row/advisory lock when the transition protects scarce quantity, money, approval, numbering, period, payment or other race-sensitive invariant.",Same idempotency/replay key with same payload returns original transition result; conflicting payload for an existing key is rejected and audited.,"Record F333 transition DRAFT --prepare--> READY with actor, scope, reason, version and correlation id.",Publish outbox event only after the owning transaction commits when another capability requires the state change; consumer deduplicates by event id/replay key.,"If business reversal applies, execute the controlled compensating path defined by F333; otherwise reject reversal and document the alternative correction/reopen path.","Test valid DRAFT->READY, invalid source state, permission denial, stale version race, duplicate replay and audit/outbox behavior for F333.",FROZEN,2026-08-31
