feature_id,feature_name,module,review_status,semantic_family,required_flow_count,flow_ids,state_transition_count,transition_ids,happy_path,alternate_path,permission_failure,validation_failure,concurrency_conflict,retry_idempotency,reversal_recovery,downstream_failure,reconciliation_closure,review_decision,reviewed_on
F257,Warranty,Assets,APPROVED,asset,10,F257-PFC-01;F257-PFC-02;F257-PFC-03;F257-PFC-04;F257-PFC-05;F257-PFC-06;F257-PFC-07;F257-PFC-08;F257-PFC-09;F257-PFC-10,5,F257-STM-01;F257-STM-02;F257-STM-03;F257-STM-04;F257-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F258,Inspection,Assets,APPROVED,asset,10,F258-PFC-01;F258-PFC-02;F258-PFC-03;F258-PFC-04;F258-PFC-05;F258-PFC-06;F258-PFC-07;F258-PFC-08;F258-PFC-09;F258-PFC-10,5,F258-STM-01;F258-STM-02;F258-STM-03;F258-STM-04;F258-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F259,Calibration,Assets,APPROVED,asset,10,F259-PFC-01;F259-PFC-02;F259-PFC-03;F259-PFC-04;F259-PFC-05;F259-PFC-06;F259-PFC-07;F259-PFC-08;F259-PFC-09;F259-PFC-10,5,F259-STM-01;F259-STM-02;F259-STM-03;F259-STM-04;F259-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F260,Physical verification and audit,Assets,APPROVED,asset,10,F260-PFC-01;F260-PFC-02;F260-PFC-03;F260-PFC-04;F260-PFC-05;F260-PFC-06;F260-PFC-07;F260-PFC-08;F260-PFC-09;F260-PFC-10,5,F260-STM-01;F260-STM-02;F260-STM-03;F260-STM-04;F260-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F261,Barcode / QR identification,Assets,APPROVED,asset,10,F261-PFC-01;F261-PFC-02;F261-PFC-03;F261-PFC-04;F261-PFC-05;F261-PFC-06;F261-PFC-07;F261-PFC-08;F261-PFC-09;F261-PFC-10,5,F261-STM-01;F261-STM-02;F261-STM-03;F261-STM-04;F261-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F262,Asset disposal,Assets,APPROVED,asset,10,F262-PFC-01;F262-PFC-02;F262-PFC-03;F262-PFC-04;F262-PFC-05;F262-PFC-06;F262-PFC-07;F262-PFC-08;F262-PFC-09;F262-PFC-10,5,F262-STM-01;F262-STM-02;F262-STM-03;F262-STM-04;F262-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F263,Asset sale,Assets,APPROVED,asset,10,F263-PFC-01;F263-PFC-02;F263-PFC-03;F263-PFC-04;F263-PFC-05;F263-PFC-06;F263-PFC-07;F263-PFC-08;F263-PFC-09;F263-PFC-10,5,F263-STM-01;F263-STM-02;F263-STM-03;F263-STM-04;F263-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F264,Asset scrap,Assets,APPROVED,asset,10,F264-PFC-01;F264-PFC-02;F264-PFC-03;F264-PFC-04;F264-PFC-05;F264-PFC-06;F264-PFC-07;F264-PFC-08;F264-PFC-09;F264-PFC-10,5,F264-STM-01;F264-STM-02;F264-STM-03;F264-STM-04;F264-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F265,Gain / loss on disposal,Assets,APPROVED,calculation,10,F265-PFC-01;F265-PFC-02;F265-PFC-03;F265-PFC-04;F265-PFC-05;F265-PFC-06;F265-PFC-07;F265-PFC-08;F265-PFC-09;F265-PFC-10,5,F265-STM-01;F265-STM-02;F265-STM-03;F265-STM-04;F265-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F266,Asset accounting integration,Assets,APPROVED,asset,10,F266-PFC-01;F266-PFC-02;F266-PFC-03;F266-PFC-04;F266-PFC-05;F266-PFC-06;F266-PFC-07;F266-PFC-08;F266-PFC-09;F266-PFC-10,5,F266-STM-01;F266-STM-02;F266-STM-03;F266-STM-04;F266-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F267,Asset reports,Assets,APPROVED,analytics,10,F267-PFC-01;F267-PFC-02;F267-PFC-03;F267-PFC-04;F267-PFC-05;F267-PFC-06;F267-PFC-07;F267-PFC-08;F267-PFC-09;F267-PFC-10,5,F267-STM-01;F267-STM-02;F267-STM-03;F267-STM-04;F267-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F268,Stores and outlets,Point of Sale,APPROVED,pos,10,F268-PFC-01;F268-PFC-02;F268-PFC-03;F268-PFC-04;F268-PFC-05;F268-PFC-06;F268-PFC-07;F268-PFC-08;F268-PFC-09;F268-PFC-10,5,F268-STM-01;F268-STM-02;F268-STM-03;F268-STM-04;F268-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F269,POS terminals,Point of Sale,APPROVED,pos,10,F269-PFC-01;F269-PFC-02;F269-PFC-03;F269-PFC-04;F269-PFC-05;F269-PFC-06;F269-PFC-07;F269-PFC-08;F269-PFC-09;F269-PFC-10,5,F269-STM-01;F269-STM-02;F269-STM-03;F269-STM-04;F269-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F270,Cashiers,Point of Sale,APPROVED,pos,10,F270-PFC-01;F270-PFC-02;F270-PFC-03;F270-PFC-04;F270-PFC-05;F270-PFC-06;F270-PFC-07;F270-PFC-08;F270-PFC-09;F270-PFC-10,5,F270-STM-01;F270-STM-02;F270-STM-03;F270-STM-04;F270-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F271,Cashier permissions,Point of Sale,APPROVED,pos,10,F271-PFC-01;F271-PFC-02;F271-PFC-03;F271-PFC-04;F271-PFC-05;F271-PFC-06;F271-PFC-07;F271-PFC-08;F271-PFC-09;F271-PFC-10,5,F271-STM-01;F271-STM-02;F271-STM-03;F271-STM-04;F271-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F272,Product search,Point of Sale,APPROVED,pos,10,F272-PFC-01;F272-PFC-02;F272-PFC-03;F272-PFC-04;F272-PFC-05;F272-PFC-06;F272-PFC-07;F272-PFC-08;F272-PFC-09;F272-PFC-10,5,F272-STM-01;F272-STM-02;F272-STM-03;F272-STM-04;F272-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F273,Barcode scanning,Point of Sale,APPROVED,pos,10,F273-PFC-01;F273-PFC-02;F273-PFC-03;F273-PFC-04;F273-PFC-05;F273-PFC-06;F273-PFC-07;F273-PFC-08;F273-PFC-09;F273-PFC-10,5,F273-STM-01;F273-STM-02;F273-STM-03;F273-STM-04;F273-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F274,Product variants,Point of Sale,APPROVED,pos,10,F274-PFC-01;F274-PFC-02;F274-PFC-03;F274-PFC-04;F274-PFC-05;F274-PFC-06;F274-PFC-07;F274-PFC-08;F274-PFC-09;F274-PFC-10,5,F274-STM-01;F274-STM-02;F274-STM-03;F274-STM-04;F274-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F275,Price lists,Point of Sale,APPROVED,pos,10,F275-PFC-01;F275-PFC-02;F275-PFC-03;F275-PFC-04;F275-PFC-05;F275-PFC-06;F275-PFC-07;F275-PFC-08;F275-PFC-09;F275-PFC-10,5,F275-STM-01;F275-STM-02;F275-STM-03;F275-STM-04;F275-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F276,Customer selection,Point of Sale,APPROVED,decision,10,F276-PFC-01;F276-PFC-02;F276-PFC-03;F276-PFC-04;F276-PFC-05;F276-PFC-06;F276-PFC-07;F276-PFC-08;F276-PFC-09;F276-PFC-10,5,F276-STM-01;F276-STM-02;F276-STM-03;F276-STM-04;F276-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F277,Cart,Point of Sale,APPROVED,pos,10,F277-PFC-01;F277-PFC-02;F277-PFC-03;F277-PFC-04;F277-PFC-05;F277-PFC-06;F277-PFC-07;F277-PFC-08;F277-PFC-09;F277-PFC-10,5,F277-STM-01;F277-STM-02;F277-STM-03;F277-STM-04;F277-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F278,Taxes,Point of Sale,APPROVED,calculation,10,F278-PFC-01;F278-PFC-02;F278-PFC-03;F278-PFC-04;F278-PFC-05;F278-PFC-06;F278-PFC-07;F278-PFC-08;F278-PFC-09;F278-PFC-10,5,F278-STM-01;F278-STM-02;F278-STM-03;F278-STM-04;F278-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F279,Discounts,Point of Sale,APPROVED,pos,10,F279-PFC-01;F279-PFC-02;F279-PFC-03;F279-PFC-04;F279-PFC-05;F279-PFC-06;F279-PFC-07;F279-PFC-08;F279-PFC-09;F279-PFC-10,5,F279-STM-01;F279-STM-02;F279-STM-03;F279-STM-04;F279-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F280,Promotions,Point of Sale,APPROVED,pos,10,F280-PFC-01;F280-PFC-02;F280-PFC-03;F280-PFC-04;F280-PFC-05;F280-PFC-06;F280-PFC-07;F280-PFC-08;F280-PFC-09;F280-PFC-10,5,F280-STM-01;F280-STM-02;F280-STM-03;F280-STM-04;F280-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F281,Coupons,Point of Sale,APPROVED,pos,10,F281-PFC-01;F281-PFC-02;F281-PFC-03;F281-PFC-04;F281-PFC-05;F281-PFC-06;F281-PFC-07;F281-PFC-08;F281-PFC-09;F281-PFC-10,5,F281-STM-01;F281-STM-02;F281-STM-03;F281-STM-04;F281-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F282,Cash payments,Point of Sale,APPROVED,money_movement,10,F282-PFC-01;F282-PFC-02;F282-PFC-03;F282-PFC-04;F282-PFC-05;F282-PFC-06;F282-PFC-07;F282-PFC-08;F282-PFC-09;F282-PFC-10,5,F282-STM-01;F282-STM-02;F282-STM-03;F282-STM-04;F282-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F283,Card payments,Point of Sale,APPROVED,money_movement,10,F283-PFC-01;F283-PFC-02;F283-PFC-03;F283-PFC-04;F283-PFC-05;F283-PFC-06;F283-PFC-07;F283-PFC-08;F283-PFC-09;F283-PFC-10,5,F283-STM-01;F283-STM-02;F283-STM-03;F283-STM-04;F283-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F284,UPI and digital payments,Point of Sale,APPROVED,money_movement,10,F284-PFC-01;F284-PFC-02;F284-PFC-03;F284-PFC-04;F284-PFC-05;F284-PFC-06;F284-PFC-07;F284-PFC-08;F284-PFC-09;F284-PFC-10,5,F284-STM-01;F284-STM-02;F284-STM-03;F284-STM-04;F284-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F285,Split payments,Point of Sale,APPROVED,money_movement,10,F285-PFC-01;F285-PFC-02;F285-PFC-03;F285-PFC-04;F285-PFC-05;F285-PFC-06;F285-PFC-07;F285-PFC-08;F285-PFC-09;F285-PFC-10,5,F285-STM-01;F285-STM-02;F285-STM-03;F285-STM-04;F285-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F286,Multiple payment methods,Point of Sale,APPROVED,money_movement,10,F286-PFC-01;F286-PFC-02;F286-PFC-03;F286-PFC-04;F286-PFC-05;F286-PFC-06;F286-PFC-07;F286-PFC-08;F286-PFC-09;F286-PFC-10,5,F286-STM-01;F286-STM-02;F286-STM-03;F286-STM-04;F286-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F287,Hold / suspend sale,Point of Sale,APPROVED,pos,10,F287-PFC-01;F287-PFC-02;F287-PFC-03;F287-PFC-04;F287-PFC-05;F287-PFC-06;F287-PFC-07;F287-PFC-08;F287-PFC-09;F287-PFC-10,5,F287-STM-01;F287-STM-02;F287-STM-03;F287-STM-04;F287-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F288,Resume sale,Point of Sale,APPROVED,pos,10,F288-PFC-01;F288-PFC-02;F288-PFC-03;F288-PFC-04;F288-PFC-05;F288-PFC-06;F288-PFC-07;F288-PFC-08;F288-PFC-09;F288-PFC-10,5,F288-STM-01;F288-STM-02;F288-STM-03;F288-STM-04;F288-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F289,Receipt printing,Point of Sale,APPROVED,pos,10,F289-PFC-01;F289-PFC-02;F289-PFC-03;F289-PFC-04;F289-PFC-05;F289-PFC-06;F289-PFC-07;F289-PFC-08;F289-PFC-09;F289-PFC-10,5,F289-STM-01;F289-STM-02;F289-STM-03;F289-STM-04;F289-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F290,Invoice generation,Point of Sale,APPROVED,document,10,F290-PFC-01;F290-PFC-02;F290-PFC-03;F290-PFC-04;F290-PFC-05;F290-PFC-06;F290-PFC-07;F290-PFC-08;F290-PFC-09;F290-PFC-10,5,F290-STM-01;F290-STM-02;F290-STM-03;F290-STM-04;F290-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F291,Returns,Point of Sale,APPROVED,pos,10,F291-PFC-01;F291-PFC-02;F291-PFC-03;F291-PFC-04;F291-PFC-05;F291-PFC-06;F291-PFC-07;F291-PFC-08;F291-PFC-09;F291-PFC-10,5,F291-STM-01;F291-STM-02;F291-STM-03;F291-STM-04;F291-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F292,Refunds,Point of Sale,APPROVED,money_movement,10,F292-PFC-01;F292-PFC-02;F292-PFC-03;F292-PFC-04;F292-PFC-05;F292-PFC-06;F292-PFC-07;F292-PFC-08;F292-PFC-09;F292-PFC-10,5,F292-STM-01;F292-STM-02;F292-STM-03;F292-STM-04;F292-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F293,Exchanges,Point of Sale,APPROVED,pos,10,F293-PFC-01;F293-PFC-02;F293-PFC-03;F293-PFC-04;F293-PFC-05;F293-PFC-06;F293-PFC-07;F293-PFC-08;F293-PFC-09;F293-PFC-10,5,F293-STM-01;F293-STM-02;F293-STM-03;F293-STM-04;F293-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F294,Stock reduction,Point of Sale,APPROVED,pos,10,F294-PFC-01;F294-PFC-02;F294-PFC-03;F294-PFC-04;F294-PFC-05;F294-PFC-06;F294-PFC-07;F294-PFC-08;F294-PFC-09;F294-PFC-10,5,F294-STM-01;F294-STM-02;F294-STM-03;F294-STM-04;F294-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F295,Lot / serial support where required,Point of Sale,APPROVED,pos,10,F295-PFC-01;F295-PFC-02;F295-PFC-03;F295-PFC-04;F295-PFC-05;F295-PFC-06;F295-PFC-07;F295-PFC-08;F295-PFC-09;F295-PFC-10,5,F295-STM-01;F295-STM-02;F295-STM-03;F295-STM-04;F295-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F296,Real-time inventory,Point of Sale,APPROVED,pos,10,F296-PFC-01;F296-PFC-02;F296-PFC-03;F296-PFC-04;F296-PFC-05;F296-PFC-06;F296-PFC-07;F296-PFC-08;F296-PFC-09;F296-PFC-10,5,F296-STM-01;F296-STM-02;F296-STM-03;F296-STM-04;F296-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F297,Offline POS,Point of Sale,APPROVED,pos,10,F297-PFC-01;F297-PFC-02;F297-PFC-03;F297-PFC-04;F297-PFC-05;F297-PFC-06;F297-PFC-07;F297-PFC-08;F297-PFC-09;F297-PFC-10,5,F297-STM-01;F297-STM-02;F297-STM-03;F297-STM-04;F297-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F298,Offline-to-online synchronization,Point of Sale,APPROVED,pos,10,F298-PFC-01;F298-PFC-02;F298-PFC-03;F298-PFC-04;F298-PFC-05;F298-PFC-06;F298-PFC-07;F298-PFC-08;F298-PFC-09;F298-PFC-10,5,F298-STM-01;F298-STM-02;F298-STM-03;F298-STM-04;F298-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F299,Cash drawer opening balance,Point of Sale,APPROVED,money_movement,10,F299-PFC-01;F299-PFC-02;F299-PFC-03;F299-PFC-04;F299-PFC-05;F299-PFC-06;F299-PFC-07;F299-PFC-08;F299-PFC-09;F299-PFC-10,5,F299-STM-01;F299-STM-02;F299-STM-03;F299-STM-04;F299-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F300,Cash movements,Point of Sale,APPROVED,money_movement,10,F300-PFC-01;F300-PFC-02;F300-PFC-03;F300-PFC-04;F300-PFC-05;F300-PFC-06;F300-PFC-07;F300-PFC-08;F300-PFC-09;F300-PFC-10,5,F300-STM-01;F300-STM-02;F300-STM-03;F300-STM-04;F300-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F301,Shift opening,Point of Sale,APPROVED,pos,10,F301-PFC-01;F301-PFC-02;F301-PFC-03;F301-PFC-04;F301-PFC-05;F301-PFC-06;F301-PFC-07;F301-PFC-08;F301-PFC-09;F301-PFC-10,5,F301-STM-01;F301-STM-02;F301-STM-03;F301-STM-04;F301-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F302,Shift closing,Point of Sale,APPROVED,pos,10,F302-PFC-01;F302-PFC-02;F302-PFC-03;F302-PFC-04;F302-PFC-05;F302-PFC-06;F302-PFC-07;F302-PFC-08;F302-PFC-09;F302-PFC-10,5,F302-STM-01;F302-STM-02;F302-STM-03;F302-STM-04;F302-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F303,Day-end / Z report,Point of Sale,APPROVED,pos,10,F303-PFC-01;F303-PFC-02;F303-PFC-03;F303-PFC-04;F303-PFC-05;F303-PFC-06;F303-PFC-07;F303-PFC-08;F303-PFC-09;F303-PFC-10,5,F303-STM-01;F303-STM-02;F303-STM-03;F303-STM-04;F303-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F304,Payment reconciliation,Point of Sale,APPROVED,money_movement,10,F304-PFC-01;F304-PFC-02;F304-PFC-03;F304-PFC-04;F304-PFC-05;F304-PFC-06;F304-PFC-07;F304-PFC-08;F304-PFC-09;F304-PFC-10,5,F304-STM-01;F304-STM-02;F304-STM-03;F304-STM-04;F304-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F305,POS accounting posting,Point of Sale,APPROVED,pos,10,F305-PFC-01;F305-PFC-02;F305-PFC-03;F305-PFC-04;F305-PFC-05;F305-PFC-06;F305-PFC-07;F305-PFC-08;F305-PFC-09;F305-PFC-10,5,F305-STM-01;F305-STM-02;F305-STM-03;F305-STM-04;F305-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F306,Loyalty,Point of Sale,APPROVED,pos,10,F306-PFC-01;F306-PFC-02;F306-PFC-03;F306-PFC-04;F306-PFC-05;F306-PFC-06;F306-PFC-07;F306-PFC-08;F306-PFC-09;F306-PFC-10,5,F306-STM-01;F306-STM-02;F306-STM-03;F306-STM-04;F306-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F307,POS sales analytics,Point of Sale,APPROVED,analytics,10,F307-PFC-01;F307-PFC-02;F307-PFC-03;F307-PFC-04;F307-PFC-05;F307-PFC-06;F307-PFC-07;F307-PFC-08;F307-PFC-09;F307-PFC-10,5,F307-STM-01;F307-STM-02;F307-STM-03;F307-STM-04;F307-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
F308,Quality standards,Quality,APPROVED,master_config,10,F308-PFC-01;F308-PFC-02;F308-PFC-03;F308-PFC-04;F308-PFC-05;F308-PFC-06;F308-PFC-07;F308-PFC-08;F308-PFC-09;F308-PFC-10,5,F308-STM-01;F308-STM-02;F308-STM-03;F308-STM-04;F308-STM-05,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FROZEN,FLOW_AND_STATE_MACHINE_COMPLETE_FOR_IMPLEMENTATION_PLANNING,2026-08-31
