feature_id,historical_index,scope,module,category,feature_number,feature_name,source_section,status,uat_status,priority,ui_evidence,service_evidence,database_evidence,permission_evidence,test_evidence,cross_module_evidence,primary_gap,secondary_gap,blocker_type,recommended_prompt,notes
HR-079,398,module,HR & Payroll,Employee self-service,79,Team attendance and approval dashboards,Employee self-service,MISSING,BLOCKED,P2,,,,,,,"No team-attendance or team-approval dashboard exists; the only dashboard (getHrPayrollDashboard) shows fixed organization-wide aggregate counters, not manager-team-scoped data.",,MISSING_SERVICE,79,"Confirmed via reading hr-payroll-dashboard.tsx: it renders 5 fixed org-wide metric cards, nothing team-scoped."
HR-080,399,module,HR & Payroll,Performance and talent,80,Goal and KPI management,Performance and talent,MISSING,BLOCKED,P2,,,,,,,No goal/KPI schema or code exists anywhere.,,PRODUCT_DECISION,79,"Confirms Prompt 11 HR-017: no schema, no code, anywhere for performance/talent."
HR-081,400,module,HR & Payroll,Performance and talent,81,Performance review cycles,Performance and talent,MISSING,BLOCKED,P2,,,,,,,No performance-review-cycle schema or code exists anywhere.,,PRODUCT_DECISION,79,No performance module exists at all.
HR-082,401,module,HR & Payroll,Performance and talent,82,"Self, manager and 360° reviews",Performance and talent,MISSING,BLOCKED,P2,,,,,,,No self/manager/360-review schema or code exists anywhere.,,PRODUCT_DECISION,79,No performance module exists at all.
HR-083,402,module,HR & Payroll,Performance and talent,83,Competency management,Performance and talent,MISSING,BLOCKED,P3,,,,,,,No competency-management schema or code exists anywhere.,,PRODUCT_DECISION,80,No performance module exists at all.
HR-084,403,module,HR & Payroll,Performance and talent,84,Promotion and increment workflows,Performance and talent,MISSING,BLOCKED,P2,,,hr_employee_compensation exists but has no create path either (database/tenant/migrations/051_hr_payroll_module.sql),,,,"No promotion/increment workflow exists; even if a new compensation row could theoretically capture a raise, hr_employee_compensation itself has no create function (see HR-042), and there is no designation-change/promotion tracking of any kind.",,MISSING_SERVICE,80,No promotion or increment-specific code found anywhere.
HR-085,404,module,HR & Payroll,Performance and talent,85,Succession planning,Performance and talent,MISSING,BLOCKED,P3,,,,,,,No succession-planning schema or code exists anywhere.,,PRODUCT_DECISION,80,No performance/talent module exists at all.
HR-086,405,module,HR & Payroll,Performance and talent,86,Training and learning records,Performance and talent,MISSING,BLOCKED,P3,,,,,,,No training/learning-record schema or code exists anywhere.,,PRODUCT_DECISION,80,No performance/talent module exists at all.
HR-087,406,module,HR & Payroll,Performance and talent,87,Skill matrix,Performance and talent,MISSING,BLOCKED,P3,,,,,,,No skill-matrix schema or code exists anywhere.,,PRODUCT_DECISION,80,No performance/talent module exists at all.
HR-088,407,module,HR & Payroll,Performance and talent,88,Employee engagement surveys,Performance and talent,MISSING,BLOCKED,P3,,,,,,,No employee-engagement-survey schema or code exists anywhere.,,PRODUCT_DECISION,80,No performance/talent module exists at all.
HR-089,408,module,HR & Payroll,Performance and talent,89,Recognition and rewards,Performance and talent,MISSING,BLOCKED,P3,,,,,,,No recognition/rewards schema or code exists anywhere.,,PRODUCT_DECISION,80,No performance/talent module exists at all.
HR-090,409,module,HR & Payroll,Performance and talent,90,Disciplinary action tracking,Performance and talent,MISSING,BLOCKED,P2,,,,,,,No disciplinary-action tracking schema or code exists anywhere.,,PRODUCT_DECISION,80,No performance/talent module exists at all.
HR-091,410,module,HR & Payroll,Performance and talent,91,Exit and offboarding,Performance and talent,FOUNDATION_ONLY,BLOCKED,P1,,getHrPayrollDashboard counts upcoming_separations from separation_date (services/api/src/hr-payroll/index.js lines 86-108) - nothing ever writes separation_date,"hr_employees.separation_date, status='separated' (database/tenant/migrations/051_hr_payroll_module.sql)",,,Downstream final settlement (HR-050) and access revocation both depend on this never-triggered transition.,"separation_date and status='separated' exist in schema and are actively counted by the dashboard's 'upcoming_separations' KPI, but no function anywhere ever writes separation_date or transitions status to 'separated' - the dashboard KPI counts a value that nothing in the product can ever produce. No exit checklist, no access-revocation linkage, no final settlement.",,MISSING_SERVICE,80,"Confirms Prompt 11 HR-018 exactly; independently re-verified via grep, zero UPDATE ... SET separation_date exists anywhere outside the schema/dashboard read."
HR-092,411,module,HR & Payroll,HR analytics,92,Headcount,HR analytics,PARTIAL,LIMITED,P2,apps/web/src/app/(app)/hr-payroll/page.tsx,getHrPayrollDashboard (services/api/src/hr-payroll/index.js lines 86-108) - real SQL aggregation,hr_employees (database/tenant/migrations/051_hr_payroll_module.sql),hr_payroll.view,,,"Only 4 fixed counters are computed (active employees, employees on leave, new joiners in the last 30 days, upcoming separations in the next 30 days) - no department/designation/location breakdown, no historical trend, no drill-down or export.",,MISSING_SERVICE,80,"The counters that exist are genuinely correct SQL (real COUNT...FILTER aggregation against real data), which is why this is PARTIAL rather than MISSING - but it is a narrow fixed dashboard, not a headcount report."
HR-093,412,module,HR & Payroll,HR analytics,93,Attrition,HR analytics,MISSING,BLOCKED,P2,,,,,,,"No attrition-rate calculation exists; would require separation tracking (HR-091), which nothing ever populates.",,MISSING_SERVICE,80,Confirmed absent from the dashboard and everywhere else.
HR-094,413,module,HR & Payroll,HR analytics,94,Absenteeism,HR analytics,MISSING,BLOCKED,P2,,,,,,,"No absenteeism-percentage metric is surfaced anywhere as an analytics figure (attendance-derived absentDays is used only internally inside individual payroll proration, never aggregated as an HR metric) - and moot in practice since attendance can never be captured (HR-031).",,MISSING_SERVICE,80,Confirmed absent from getHrPayrollDashboard and any other reporting surface.
HR-095,414,module,HR & Payroll,HR analytics,95,Payroll cost,HR analytics,PARTIAL,NOT_READY,P0,apps/web/src/app/(app)/hr-payroll/page.tsx,getHrPayrollDashboard sums net_pay across approved/posted runs this month (services/api/src/hr-payroll/index.js lines 98-107),hr_payroll_runs.gross_pay/total_deductions/employer_contributions/net_pay (database/tenant/migrations/051_hr_payroll_module.sql),hr_payroll.view,,Feeds from the same broken calculatePayrollRun output as HR-042/HR-043/HR-060 to HR-064.,"The dashboard genuinely sums net_pay for approved/posted runs, but that figure is built entirely on top of a calculation engine that hardcodes deductions/employer contributions to 0 and resolves gross pay to 0/null for every employee - the reported payroll cost is not a trustworthy number today, even though the aggregation SQL itself is correct.",This is a real aggregation query over financially-incorrect input data.,MISSING_SERVICE,80,"Flagged P0 specifically because a real, working dashboard metric is silently reporting garbage financial figures derived from the hardcoded-zero calculation defect."
HR-096,415,module,HR & Payroll,HR analytics,96,Department-wise workforce cost,HR analytics,MISSING,BLOCKED,P2,,,,,,,No department-wise workforce-cost breakdown exists anywhere.,,MISSING_SERVICE,80,Confirmed absent.
HR-097,416,module,HR & Payroll,HR analytics,97,Recruitment funnel,HR analytics,MISSING,BLOCKED,P2,,,,,,,No recruitment funnel exists - there is no recruitment module at all (HR-015 to HR-023).,,PRODUCT_DECISION,81,Confirmed absent.
HR-098,417,module,HR & Payroll,HR analytics,98,Time-to-hire,HR analytics,MISSING,BLOCKED,P2,,,,,,,No time-to-hire metric exists - there is no recruitment module at all.,,PRODUCT_DECISION,81,Confirmed absent.
HR-099,418,module,HR & Payroll,HR analytics,99,Performance distribution,HR analytics,MISSING,BLOCKED,P3,,,,,,,No performance-distribution reporting exists - there is no performance module at all (HR-080 to HR-082).,,PRODUCT_DECISION,81,Confirmed absent.
HR-100,419,module,HR & Payroll,HR analytics,100,Diversity metrics,HR analytics,MISSING,BLOCKED,P3,,,"hr_employees.gender (captured, never aggregated) (database/tenant/migrations/051_hr_payroll_module.sql)",,,,gender is captured per-employee but never aggregated into any diversity metric anywhere.,,MISSING_SERVICE,81,"Confirmed: gender is a stored, sensitive-gated field, but no reporting code reads it in aggregate."
HR-101,420,module,HR & Payroll,HR analytics,101,Workforce planning,HR analytics,MISSING,BLOCKED,P3,,,,,,,No workforce-planning/budgeted-headcount tool exists anywhere.,,PRODUCT_DECISION,81,Confirmed absent.
HR-102,421,module,HR & Payroll,Advanced,102,AI résumé screening,Advanced,MISSING,BLOCKED,P3,,,,,,"No recruitment module exists as a prerequisite, and no AI/ML SDK is a dependency anywhere in the monorepo.","No AI resume-screening code, model, or provider integration exists anywhere - confirmed no AI/ML SDK dependency in any package.json in the repository.",,MISSING_PROVIDER,81,"Verified via grep across root, apps/web, and services/api package.json files for openai/anthropic/tensorflow/langchain/ML-related packages - zero matches."
HR-103,422,module,HR & Payroll,Advanced,103,Employee attrition prediction,Advanced,MISSING,BLOCKED,P3,,,,,,"No AI/ML SDK dependency exists anywhere in the monorepo; also depends on attrition tracking (HR-093), which is itself missing.",No attrition-prediction model or pipeline exists anywhere.,,MISSING_PROVIDER,81,Confirmed absent; no ML dependency and no historical attrition data pipeline to train on.
HR-104,423,module,HR & Payroll,Advanced,104,Workforce-demand forecasting,Advanced,MISSING,BLOCKED,P3,,,,,,No AI/ML SDK dependency exists anywhere in the monorepo.,No workforce-demand forecasting model or pipeline exists anywhere.,,MISSING_PROVIDER,81,Confirmed absent.
HR-105,424,module,HR & Payroll,Advanced,105,AI job-description generation,Advanced,MISSING,BLOCKED,P3,,,,,,"No AI/ML SDK dependency exists anywhere in the monorepo; also depends on a recruitment module (job openings), which does not exist.",No AI job-description generation exists anywhere.,,MISSING_PROVIDER,81,Confirmed absent.
HR-106,425,module,HR & Payroll,Advanced,106,AI employee helpdesk,Advanced,MISSING,BLOCKED,P3,,,,,,No AI/ML SDK dependency exists anywhere in the monorepo; no chat/helpdesk infrastructure was found in HR & Payroll.,No AI employee-helpdesk exists anywhere.,,MISSING_PROVIDER,81,Confirmed absent.
HR-107,426,module,HR & Payroll,Advanced,107,Sentiment analysis,Advanced,MISSING,BLOCKED,P3,,,,,,No AI/ML SDK dependency exists anywhere in the monorepo.,No sentiment-analysis capability exists anywhere (also no employee-engagement-survey data source to analyze - see HR-088).,,MISSING_PROVIDER,81,Confirmed absent.
HR-108,427,module,HR & Payroll,Advanced,108,Compensation benchmarking,Advanced,MISSING,BLOCKED,P3,,,,,,No external salary-survey/benchmarking data source or provider integration exists anywhere.,No compensation-benchmarking logic or external data integration exists anywhere.,,MISSING_PROVIDER,81,Confirmed absent.
SUP-001,428,module,Support and Customer Service,Ticket management,1,Ticket creation by agent,Ticket management,PARTIAL,NOT_READY,P1,"apps/web/src/app/(app)/support/[resource]/page.tsx (read-only generic list, no create form)",createSupportTicket (services/api/src/support/index.js); POST /api/support/resources/tickets,tenant.support_tickets (database/tenant/migrations/050_support_module.sql),support.ticket.create,,,No UI form exists anywhere for an agent to create a ticket,,MISSING_UI,19,Confirmed in Prompt 11 (SUP-001) and re-verified directly: support/[resource]/page.tsx is a generic read-only table renderer with no forms anywhere in the Support workspace.
SUP-002,429,module,Support and Customer Service,Ticket management,2,Customer portal tickets,Ticket management,MISSING,NOT_READY,P1,,,,,,,No customer-facing/public route exists for Support anywhere in apps/web,,MISSING_UI,70,"Confirmed in Prompt 11 (SUP-008) and re-verified: unlike CRM's public capture endpoints, grep for a public/unauthenticated support route returns nothing."
SUP-003,430,module,Support and Customer Service,Ticket management,3,Email-to-ticket,Ticket management,MISSING,BLOCKED,P2,,addSupportCommunication (services/api/src/support/index.js) just inserts a caller-supplied row,support_tickets.channel CHECK includes 'email',,,,No inbound email parsing/ingestion pipeline exists; the channel enum value is just a stored label,,MISSING_PROVIDER,70,Confirmed in Prompt 11 (SUP-004): nothing sends or receives anything externally.
SUP-004,431,module,Support and Customer Service,Ticket management,4,Chat-to-ticket,Ticket management,MISSING,BLOCKED,P2,,addSupportCommunication accepts channel='chat' as a stored value only,,,,,No chat-widget/session-to-ticket integration exists anywhere,,MISSING_PROVIDER,70,Same root cause as email-to-ticket (SUP-004): no external channel integration exists.
SUP-005,432,module,Support and Customer Service,Ticket management,5,Phone and call-centre integration,Ticket management,MISSING,BLOCKED,P2,,,,,,,No telephony/call-centre integration exists for Support,SHARED-052 (Prompt 11): CRM has a FOUNDATION_ONLY telephony management surface with no worker; Support has no comparable capability at all.,MISSING_PROVIDER,70,
SUP-006,433,module,Support and Customer Service,Ticket management,6,Social-channel ticket integration,Ticket management,MISSING,BLOCKED,P3,,support_tickets.channel CHECK includes 'social' (stored label only),,,,,No social-media ingestion pipeline exists anywhere,,MISSING_PROVIDER,70,
SUP-007,434,module,Support and Customer Service,Ticket management,7,Ticket categories and subcategories,Ticket management,FOUNDATION_ONLY,NOT_READY,P1,,No createSupportCategory (or equivalent) function exists anywhere,tenant.support_categories (parent_category_id self-FK supports subcategories),,,,Schema supports a category hierarchy but no service function writes a category row,,MISSING_SERVICE,70,
SUP-008,435,module,Support and Customer Service,Ticket management,8,Priorities and severity,Ticket management,PARTIAL,NOT_READY,P1,,createSupportTicket sets priority; used in SLA due-date and dashboard queries,support_tickets.priority CHECK (low/normal/high/urgent/critical),,,,"Real column and logic; only settable via direct API call, no UI to pick a priority",,MISSING_UI,70,
SUP-009,436,module,Support and Customer Service,Ticket management,9,Ticket statuses,Ticket management,PARTIAL,NOT_READY,P1,,transitionSupportTicket — real 9-action state machine (services/api/src/support/index.js),support_tickets.status CHECK (new/open/pending_customer/pending_internal/resolved/closed/cancelled); support_ticket_status_history,,,,"Real, correct state machine and audit trail; no UI ever invokes POST /api/support/tickets/[id]/actions",,MISSING_UI,70,Confirmed in Prompt 11 (SUP-005): UI gap only.
SUP-010,437,module,Support and Customer Service,Ticket management,10,Custom ticket fields,Ticket management,MISSING,NOT_READY,P2,,,,,,,No custom-field mechanism exists anywhere in the support schema,CRM has a real custom-field-definitions system (tenant.crm_custom_field_definitions); not extended to Support,MISSING_DB,70,
SUP-011,438,module,Support and Customer Service,Ticket management,11,Attachments,Ticket management,MISSING,NOT_READY,P1,,,,,,,No attachment/file table or storage reference exists anywhere in the support schema,,MISSING_DB,70,
SUP-012,439,module,Support and Customer Service,Ticket management,12,Internal and public comments,Ticket management,PARTIAL,NOT_READY,P1,,"addSupportCommunication (direction inbound/outbound/internal, private_note flag); canViewSensitiveSupportRecords() gates private_note reads server-side",tenant.support_communications,"support.communication.manage, support.sensitive.view",,,"Real, security-conscious backend for both internal and public comments; no UI to add or read a comment on a ticket",,MISSING_UI,70,Confirmed in Prompt 11 (SUP-013): 'genuinely solid security-conscious implementation' for the private-note gate.
SUP-013,440,module,Support and Customer Service,Ticket management,13,Parent and child tickets,Ticket management,MISSING,NOT_READY,P2,,,,,,,No parent_ticket_id or equivalent column exists on support_tickets,,MISSING_DB,70,
SUP-014,441,module,Support and Customer Service,Ticket management,14,Duplicate-ticket merging,Ticket management,MISSING,NOT_READY,P2,,,,,,,No merge function or merged-into column exists anywhere,,MISSING_SERVICE,70,
SUP-015,442,module,Support and Customer Service,Ticket management,15,Ticket linking,Ticket management,PARTIAL,NOT_READY,P1,,createSupportTicket accepts and persists every related_* field,support_tickets.related_crm_record_id/related_sales_order_id/related_invoice_id/related_asset_id/related_project_id/related_quality_record_id,,,,"Real cross-module linkage columns settable via API; the generic resource page only ever prints ticket_number/status/customer, never these fields",,MISSING_UI,70,
SUP-016,443,module,Support and Customer Service,Assignment and workflow,16,Manual and automatic assignment,Assignment and workflow,PARTIAL,NOT_READY,P1,,"assignSupportTicket (manual, real, writes support_ticket_assignments audit row)",support_queues.assignment_strategy CHECK (manual/round_robin/least_loaded/skills_based),support.ticket.assign,,,Manual assignment genuinely works via service+API; 3 of the 4 assignment_strategy enum values (round_robin/least_loaded/skills_based) have no executing logic anywhere,No UI to trigger even manual assignment,MISSING_SERVICE,70,Confirmed in Prompt 11 (SUP-003).
SUP-017,444,module,Support and Customer Service,Assignment and workflow,17,Skill-based routing,Assignment and workflow,MISSING,NOT_READY,P2,,,"support_queue_members.skill_tags jsonb (stored, never consulted by any routing logic)",,,,No skill-based routing logic exists anywhere,,MISSING_SERVICE,71,
SUP-018,445,module,Support and Customer Service,Assignment and workflow,18,Round-robin assignment,Assignment and workflow,MISSING,NOT_READY,P2,,,,,,,No round-robin assignment logic exists anywhere (dead assignment_strategy value),,MISSING_SERVICE,71,
SUP-019,446,module,Support and Customer Service,Assignment and workflow,19,Department and team queues,Assignment and workflow,PARTIAL,NOT_READY,P1,,createSupportQueue (services/api/src/support/index.js),"tenant.support_queues, support_queue_members",support.queue.manage,,,Real queue CRUD service+API; no UI form to create or edit a queue,,MISSING_UI,71,
SUP-020,447,module,Support and Customer Service,Assignment and workflow,20,Escalation rules,Assignment and workflow,FOUNDATION_ONLY,NOT_READY,P1,,,tenant.support_escalation_policies (dead schema — nothing ever writes a row),support.escalation.manage (dead permission),,,Table and permission exist; no function anywhere creates or evaluates an escalation policy,,MISSING_SERVICE,71,Confirmed in Prompt 11 (SUP-007): nav link and dashboard counter point at a table nothing ever writes to.
SUP-021,448,module,Support and Customer Service,Assignment and workflow,21,Approval workflows,Assignment and workflow,MISSING,NOT_READY,P2,,,,,,,No approval workflow is wired into any Support ticket action,"Platform-wide approval engine (packages/workflows, /approvals, SHARED-030) is real but never invoked from Support",CROSS_MODULE_GAP,71,
SUP-022,449,module,Support and Customer Service,Assignment and workflow,22,Ticket transfer,Assignment and workflow,PARTIAL,NOT_READY,P1,,assignSupportTicket supports changing queue_id/assigned_user_id with a real audit row,tenant.support_ticket_assignments,support.ticket.assign,,,Real service function; no UI,,MISSING_UI,71,
SUP-023,450,module,Support and Customer Service,Assignment and workflow,23,Collision detection,Assignment and workflow,MISSING,NOT_READY,P2,,,,,,,"No two-agents-editing-same-ticket collision warning exists; only a FOR UPDATE row lock during assign/transition, which is DB concurrency safety, not an agent-facing collision alert",,MISSING_SERVICE,71,
SUP-024,451,module,Support and Customer Service,Assignment and workflow,24,Agent availability,Assignment and workflow,MISSING,NOT_READY,P2,,,,,,,No presence/availability status table or field exists anywhere in the support or user schema,,MISSING_DB,71,
SUP-025,452,module,Support and Customer Service,Assignment and workflow,25,Follow-up reminders,Assignment and workflow,MISSING,NOT_READY,P2,,,,,,,No reminder/scheduled-followup mechanism exists in the support schema,My Work's Follow-ups aggregator (Prompt 8) is CRM-only and does not read from Support,MISSING_SERVICE,71,
SUP-026,453,module,Support and Customer Service,Assignment and workflow,26,Scheduled actions,Assignment and workflow,MISSING,NOT_READY,P2,,,,,,,No scheduled-action framework exists for Support tickets,services/worker (Prompt 13) registers only crm.automation.detect_overdue_activities and CRM webhook delivery; nothing Support-specific,MISSING_SERVICE,71,
SUP-027,454,module,Support and Customer Service,Assignment and workflow,27,Workflow automation,Assignment and workflow,MISSING,NOT_READY,P2,,,,,,,No rule/automation engine exists for Support,CRM's automation rule engine is real (SHARED-036/039) but Support has no equivalent,MISSING_SERVICE,71,Confirmed in Prompt 11 (SUP-012).
SUP-028,455,module,Support and Customer Service,SLA management,28,Response-time SLA,SLA management,COMPLETE,LIMITED,P1,,createSupportTicket computes first_response_due_at from the linked SLA policy; addSupportCommunication sets first_responded_at on first outbound message,support_tickets.first_response_due_at/first_responded_at,,,,,,NONE,,Confirmed in Prompt 11 (SUP-006): computation is real and correct; only reachable by creating a ticket via direct API today (Item 1's UI gap).
SUP-029,456,module,Support and Customer Service,SLA management,29,Resolution-time SLA,SLA management,COMPLETE,LIMITED,P1,,createSupportTicket computes resolution_due_at; transitionSupportTicket sets resolved_at on resolve,support_tickets.resolution_due_at/resolved_at,,,,,,NONE,,Confirmed in Prompt 11 (SUP-006).
SUP-030,457,module,Support and Customer Service,SLA management,30,SLA policies by customer and priority,SLA management,PARTIAL,NOT_READY,P1,,,"support_sla_policies.priority (real, selectable); no customer or customer-tier targeting column",,,,Priority-based SLA policy selection works; no per-customer or customer-tier SLA targeting exists,,MISSING_DB,71,
SUP-031,458,module,Support and Customer Service,SLA management,31,Business-hours calendars,SLA management,FOUNDATION_ONLY,NOT_READY,P2,,,support_sla_policies.business_hours_only boolean; support_queues.business_hours jsonb,,,,"Flags/columns are stored but never applied — due-date math always uses wall-clock time, not a business-hours calendar",,MISSING_SERVICE,71,Confirmed in Prompt 11 (SUP-006).
SUP-032,459,module,Support and Customer Service,SLA management,32,SLA pause conditions,SLA management,FOUNDATION_ONLY,NOT_READY,P2,,,support_sla_policies.pause_on_pending_customer boolean,,,,"Flag stored, never applied — due dates never pause when a ticket enters pending_customer status",,MISSING_SERVICE,71,Confirmed in Prompt 11 (SUP-006).
SUP-033,460,module,Support and Customer Service,SLA management,33,Escalation levels,SLA management,MISSING,NOT_READY,P2,,,support_escalations.escalation_level integer (dead schema — no row is ever written),,,,Column exists on a table nothing ever inserts into,Same root cause as item 20 (Escalation rules),MISSING_SERVICE,71,
SUP-034,461,module,Support and Customer Service,SLA management,34,SLA breach alerts,SLA management,PARTIAL,LIMITED,P1,,getSupportDashboard breach counters (first_response_breaches/resolution_breaches); My Work Exceptions aggregator,,,,"Confirmed in Prompt 8: My Work's Exceptions aggregator has a real 'SLA Breaches' category reading Support tickets via listSupportResource, respecting private-note redaction",Breach visibility is real (dashboard counter + My Work); no proactive alert (email/notification) is ever sent when a breach occurs,,MISSING_SERVICE,72,
SUP-035,462,module,Support and Customer Service,SLA management,35,SLA performance reporting,SLA management,MISSING,NOT_READY,P2,,,,"support.reports.view (permission exists, zero report behind it)",,,No SLA performance report exists for Support,apps/web/src/lib/reports/catalogue.ts covers only CRM/Sales/Procurement/Accounting (Prompt 10),MISSING_SERVICE,72,
SUP-036,463,module,Support and Customer Service,Customer service capabilities,36,Customer 360° history,Customer service capabilities,PARTIAL,NOT_READY,P1,"/support/customer-history (generic list, same support_tickets table filtered by customerId)",,,,,,Real per-customer ticket history list; not a unified 360 view across CRM/orders/invoices — tickets only,,CROSS_MODULE_GAP,72,
SUP-037,464,module,Support and Customer Service,Customer service capabilities,37,Product and asset linkage,Customer service capabilities,FOUNDATION_ONLY,NOT_READY,P2,,,support_tickets.related_asset_id,,,,Column exists and is settable at creation; never surfaced or used by any UI/report,,MISSING_UI,72,
SUP-038,465,module,Support and Customer Service,Customer service capabilities,38,Warranty verification,Customer service capabilities,MISSING,NOT_READY,P2,,,,,,,No warranty-check function or table exists anywhere,,MISSING_SERVICE,72,
SUP-039,466,module,Support and Customer Service,Customer service capabilities,39,Service entitlement validation,Customer service capabilities,MISSING,NOT_READY,P2,,,,,,,No service-entitlement validation function exists anywhere,,MISSING_SERVICE,72,
SUP-040,467,module,Support and Customer Service,Customer service capabilities,40,Service contracts,Customer service capabilities,MISSING,NOT_READY,P2,,,,,,,No support_contracts table or equivalent exists,,MISSING_DB,72,
SUP-041,468,module,Support and Customer Service,Customer service capabilities,41,Support plans,Customer service capabilities,MISSING,NOT_READY,P3,,,,,,,No support-plans table or equivalent exists,,MISSING_DB,72,
SUP-042,469,module,Support and Customer Service,Customer service capabilities,42,Customer communication timeline,Customer service capabilities,PARTIAL,NOT_READY,P1,,"listSupportResource('communications', ...) ordered by created_at, private-note redacted server-side",tenant.support_communications,support.sensitive.view,,,"Real, ordered, security-filtered data exists; /support/communications lists all org communications, not filtered per-ticket in the UI",,MISSING_UI,72,
SUP-043,470,module,Support and Customer Service,Customer service capabilities,43,Canned responses,Customer service capabilities,MISSING,NOT_READY,P2,,,,,,,No canned-response mechanism exists anywhere,,MISSING_SERVICE,72,Confirmed in Prompt 11 (SUP-010): zero references anywhere.
SUP-044,471,module,Support and Customer Service,Customer service capabilities,44,Email templates,Customer service capabilities,MISSING,NOT_READY,P2,,,,,,,"No email_template table/mechanism exists anywhere in the repository, for Support or any other module",,MISSING_DB,72,
SUP-045,472,module,Support and Customer Service,Customer service capabilities,45,Customer satisfaction surveys,Customer service capabilities,MISSING,NOT_READY,P2,,,"support_tickets.satisfaction_score (CHECK 1-5, never read or written)",,,,No survey-trigger or capture mechanism exists for Support tickets,CRM has a genuine NPS/CSAT/CES survey capability (services/api/src/crm/customer-success.js); not integrated with Support tickets,MISSING_SERVICE,72,"Confirmed in Prompt 11 (SUP-011): column exists, never read or written by any code."
SUP-046,473,module,Support and Customer Service,Customer service capabilities,46,"CSAT, CES and NPS tracking",Customer service capabilities,MISSING,NOT_READY,P2,,,"support_tickets.satisfaction_score (CHECK 1-5, never read or written)",,,,No CSAT/CES/NPS tracking exists for Support tickets specifically,"CRM's customer-success.js has genuine csat/ces/nps survey capability, unintegrated with Support",MISSING_SERVICE,72,
SUP-047,474,module,Support and Customer Service,Knowledge management,47,Internal knowledge base,Knowledge management,PARTIAL,NOT_READY,P1,,"createKnowledgeArticle (versioned, draft/review/published/retired status)",tenant.support_knowledge_articles,support.knowledge.manage,,,"Real create/versioning service+API; no UI form to create/edit an article, and no approve/publish transition function exists",,MISSING_UI,72,Confirmed in Prompt 11 (SUP-009).
SUP-048,475,module,Support and Customer Service,Knowledge management,48,Public knowledge base,Knowledge management,MISSING,NOT_READY,P1,,,support_knowledge_articles.visibility can be set to 'public',,,,No public/customer-facing route renders any knowledge article regardless of visibility value,,MISSING_UI,72,
SUP-049,476,module,Support and Customer Service,Knowledge management,49,Article categories,Knowledge management,PARTIAL,NOT_READY,P2,,,support_knowledge_articles.category_id -> support_categories,,,,"FK exists and is settable; category creation itself has no service function (item 7), so the taxonomy can't grow through the app",,MISSING_SERVICE,73,
SUP-050,477,module,Support and Customer Service,Knowledge management,50,Article approval and version control,Knowledge management,FOUNDATION_ONLY,NOT_READY,P2,,,"support_knowledge_articles.version, approved_by, UNIQUE(org, article_number, version)",,,,Schema supports versioning/approval; no publish/approve/new-version function exists anywhere — createKnowledgeArticle always inserts status='draft',,MISSING_SERVICE,73,
SUP-051,478,module,Support and Customer Service,Knowledge management,51,Search,Knowledge management,MISSING,NOT_READY,P1,,,listSupportResource has no text-search capability at all (only customerId/queueId filters),,,,No search capability exists for tickets or knowledge articles,Confirmed in Prompt 7: global search (Ctrl+K) explicitly does not cover Support,MISSING_SERVICE,73,
SUP-052,479,module,Support and Customer Service,Knowledge management,52,Related-article suggestions,Knowledge management,MISSING,NOT_READY,P2,,,"tenant.support_ticket_knowledge_links (dead schema, never written)",,,,Table exists; nothing ever writes a suggestion/link row,,MISSING_SERVICE,73,Confirmed in Prompt 11 (SUP-009).
SUP-053,480,module,Support and Customer Service,Knowledge management,53,FAQs,Knowledge management,MISSING,NOT_READY,P2,,,,,,,No FAQ-specific structure exists (could reuse Knowledge Base but no dedicated implementation),,MISSING_SERVICE,73,
SUP-054,481,module,Support and Customer Service,Knowledge management,54,Customer self-service portal,Knowledge management,MISSING,NOT_READY,P1,,,,,,,No customer-facing self-service portal route exists anywhere,Same root cause as item 2,MISSING_UI,73,
SUP-055,482,module,Support and Customer Service,Knowledge management,55,Community/forum integration,Knowledge management,MISSING,NOT_READY,P3,,,,,,,No community/forum integration exists anywhere,,MISSING_INTEGRATION,73,
SUP-056,483,module,Support and Customer Service,Service analytics,56,Ticket volume,Service analytics,PARTIAL,NOT_READY,P2,,,getSupportDashboard.tickets_today count,,,,Only a same-day count; no volume-over-time report/chart,,MISSING_SERVICE,73,
SUP-057,484,module,Support and Customer Service,Service analytics,57,First-response time,Service analytics,PARTIAL,NOT_READY,P2,,,support_tickets.first_responded_at captured per ticket,,,,Timestamp captured per ticket; no aggregate average/report is ever computed,,MISSING_SERVICE,73,
SUP-058,485,module,Support and Customer Service,Service analytics,58,Resolution time,Service analytics,PARTIAL,NOT_READY,P2,,,support_tickets.resolved_at captured per ticket,,,,Timestamp captured per ticket; no aggregate average/report is ever computed,,MISSING_SERVICE,73,
SUP-059,486,module,Support and Customer Service,Service analytics,59,First-contact resolution,Service analytics,MISSING,NOT_READY,P2,,,,,,,No first-contact-resolution flag or computation exists anywhere,,MISSING_SERVICE,73,
SUP-060,487,module,Support and Customer Service,Service analytics,60,SLA compliance,Service analytics,PARTIAL,NOT_READY,P2,,,getSupportDashboard breach counters (a coarse compliance signal),,,,No SLA-compliance-percentage report exists,,MISSING_SERVICE,73,
