feature_id,module,feature_name,capability_id,web_source_files,api_source_files,sample_web_file,e2e_mentions,unit_mentions,register_claims,status,notes
F196,Projects,Project templates,PRJ-CAP-001,2,2,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F197,Projects,Work Breakdown Structure (WBS),PRJ-CAP-002,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,apps/web/e2e/projects-delivery.spec.ts,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F198,Projects,Milestones,PRJ-CAP-002,0,1,,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F199,Projects,Tasks,PRJ-CAP-002,1,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F200,Projects,Subtasks,PRJ-CAP-002,0,1,,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F201,Projects,Task dependencies,PRJ-CAP-002,0,1,,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F202,Projects,Assignees,PRJ-CAP-003,0,1,,,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F203,Projects,Priority,PRJ-CAP-002,2,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F204,Projects,Project status,PRJ-CAP-001,2,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F205,Projects,Gantt chart,PRJ-CAP-002,0,1,,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F206,Projects,Kanban / task board,PRJ-CAP-002,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F207,Projects,Project calendar,PRJ-CAP-002,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,apps/web/e2e/projects-delivery.spec.ts,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F208,Projects,Resource allocation,PRJ-CAP-003,1,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F209,Projects,Resource availability,PRJ-CAP-003,1,1,apps/web/src/features/projects/configs.tsx,apps/web/e2e/projects-delivery.spec.ts,tests/integration/projects-setup.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F210,Projects,Timesheets,PRJ-CAP-003,2,1,apps/web/src/features/projects/configs.tsx,apps/web/e2e/projects-delivery.spec.ts,tests/integration/projects-time-cost.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F211,Projects,Project expenses,PRJ-CAP-004,2,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-time-cost.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F212,Projects,Materials consumed,PRJ-CAP-004,1,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-time-cost.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F213,Projects,Project procurement,PRJ-CAP-004,1,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-time-cost.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F214,Projects,Project budget,PRJ-CAP-004,1,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F215,Projects,Budget revisions,PRJ-CAP-004,2,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F216,Projects,Cost tracking,PRJ-CAP-004,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F217,Projects,Revenue tracking,PRJ-CAP-005,0,1,,,,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F218,Projects,Fixed-price billing,PRJ-CAP-005,2,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F219,Projects,Time-and-material billing,PRJ-CAP-005,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F220,Projects,Milestone billing,PRJ-CAP-005,0,0,,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F221,Projects,Project invoices,PRJ-CAP-005,1,1,apps/web/src/features/projects/configs.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F222,Projects,Project profitability,PRJ-CAP-005,0,1,,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F223,Projects,Cost variance,PRJ-CAP-004,0,1,,,tests/integration/projects-finance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F224,Projects,Issues,PRJ-CAP-006,2,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-control-reports.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F225,Projects,Risks,PRJ-CAP-006,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/projects-control-reports.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F226,Projects,Documents,PRJ-CAP-006,1,1,apps/web/src/features/projects/configs.tsx,,tests/integration/projects-control-reports.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F227,Projects,Comments and collaboration,PRJ-CAP-006,0,1,,,tests/integration/projects-control-reports.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F228,Projects,Progress tracking,PRJ-CAP-002,0,1,,,tests/integration/projects-planning.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F229,Projects,Project dashboard,PRJ-CAP-007,0,1,,,tests/integration/projects-control-reports.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F230,Projects,Project reports,PRJ-CAP-007,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/projects-control-reports.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F231,Assets,Asset register,AST-CAP-001,2,1,apps/web/src/features/assets/configs.tsx,apps/web/e2e/assets-lifecycle.spec.ts,tests/integration/assets-register.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F232,Assets,Asset categories,AST-CAP-001,0,0,,,tests/integration/assets-register.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F233,Assets,Asset identification and code,AST-CAP-001,0,0,,,tests/integration/assets-register.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F234,Assets,Asset location,AST-CAP-001,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/assets-register.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F235,Assets,Custodian,AST-CAP-001,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F236,Assets,Department,AST-CAP-001,1,0,apps/web/src/features/assets/configs.tsx,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F237,Assets,Purchase and capitalization,AST-CAP-002,2,1,apps/web/src/features/assets/configs.tsx,apps/web/e2e/assets-lifecycle.spec.ts,tests/integration/assets-register.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F238,Assets,Asset creation from procurement,AST-CAP-002,2,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-register.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F239,Assets,Asset transfers,AST-CAP-004,1,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F240,Assets,Asset assignment,AST-CAP-004,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F241,Assets,Asset movement history,AST-CAP-004,2,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F242,Assets,Asset value,AST-CAP-003,2,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F243,Assets,Useful life,AST-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F244,Assets,Salvage value,AST-CAP-003,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F245,Assets,Straight-line depreciation,AST-CAP-003,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F246,Assets,Declining-balance depreciation,AST-CAP-003,1,0,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F247,Assets,Units-of-production depreciation,AST-CAP-003,0,1,,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F248,Assets,Depreciation schedule,AST-CAP-003,0,1,,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F249,Assets,Depreciation posting,AST-CAP-003,0,1,,apps/web/e2e/assets-lifecycle.spec.ts,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F250,Assets,Asset revaluation,AST-CAP-003,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F251,Assets,Asset impairment,AST-CAP-003,2,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-custody-value.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F252,Assets,Asset maintenance,AST-CAP-005,1,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F253,Assets,Preventive maintenance,AST-CAP-005,0,1,,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F254,Assets,Maintenance schedule,AST-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F255,Assets,Repair history,AST-CAP-005,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F256,Assets,Downtime,AST-CAP-005,0,1,,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F257,Assets,Warranty,AST-CAP-005,2,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F258,Assets,Inspection,AST-CAP-006,2,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F259,Assets,Calibration,AST-CAP-006,1,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-maintenance.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F260,Assets,Physical verification and audit,AST-CAP-006,0,1,,,tests/integration/assets-control-disposal.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F261,Assets,Barcode / QR identification,AST-CAP-006,0,1,,,tests/integration/assets-control-disposal.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F262,Assets,Asset disposal,AST-CAP-007,1,1,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-control-disposal.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F263,Assets,Asset sale,AST-CAP-007,0,0,,,,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F264,Assets,Asset scrap,AST-CAP-007,0,0,,,tests/integration/assets-control-disposal.test.mjs,NOT_STARTED/NOT_READY (reference only),NOT_STARTED,No source cites this feature id (it may still be built without citing it); needs review
F265,Assets,Gain / loss on disposal,AST-CAP-007,1,0,apps/web/src/features/assets/configs.tsx,,tests/integration/assets-control-disposal.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F266,Assets,Asset accounting integration,AST-CAP-007,0,3,,,tests/integration/assets-control-disposal.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F267,Assets,Asset reports,AST-CAP-008,1,1,apps/web/src/shell/navigation/module-navigation-registry.ts,apps/web/e2e/assets-lifecycle.spec.ts,tests/integration/assets-control-disposal.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F268,Point of Sale,Stores and outlets,POS-CAP-001,5,6,apps/web/src/app/api/pos/sales/route.ts,apps/web/e2e/pos-returns.spec.ts,services/api/tests/point-of-sale-stock-integrity.test.mjs;tests/integration/pos-store-access-f268-f273.test.mjs;tests/integration/pos-store-terminal-cashier-admin.test.mjs;tests/integration/pos-terminal-access-f270-f271.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F269,Point of Sale,POS terminals,POS-CAP-001,1,1,apps/web/src/features/pos/terminals/screens/PosTerminalsScreen.tsx,,tests/integration/pos-store-terminal-cashier-admin.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F270,Point of Sale,Cashiers,POS-CAP-001,2,6,apps/web/src/features/pos/cashiers/api/cashiers-api.ts,,tests/integration/pos-store-terminal-cashier-admin.test.mjs;tests/integration/pos-terminal-access-f270-f271.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F271,Point of Sale,Cashier permissions,POS-CAP-001,3,7,apps/web/src/features/pos/cashiers/api/cashiers-api.ts,,tests/integration/pos-store-terminal-cashier-admin.test.mjs;tests/integration/pos-terminal-access-f270-f271.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F272,Point of Sale,Product search,POS-CAP-002,0,2,,,services/api/tests/point-of-sale-assortment.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F273,Point of Sale,Barcode scanning,POS-CAP-002,0,4,,,services/api/tests/point-of-sale-assortment.test.mjs;services/api/tests/point-of-sale-stock-integrity.test.mjs;tests/integration/pos-store-access-f268-f273.test.mjs;tests/integration/pos-terminal-access-f270-f271.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F274,Point of Sale,Product variants,POS-CAP-002,0,3,,,tests/integration/pos-variant-specific-pricing-f274.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F275,Point of Sale,Price lists,POS-CAP-002,0,3,,,tests/integration/pos-customer-pricing-f275.test.mjs,NOT_STARTED/NOT_READY (reference only),PARTIAL,Only backend source cites this id; no web surface found
F276,Point of Sale,Customer selection,POS-CAP-002,4,3,apps/web/src/features/pos/checkout/api/checkout-api.ts,,services/api/tests/point-of-sale-sale-validation.test.mjs;tests/integration/pos-audit-integrity-and-usage-concurrency.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F277,Point of Sale,Cart,POS-CAP-002,1,4,apps/web/src/shell/navigation/module-navigation-registry.ts,,tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs;tests/integration/pos-loyalty-earn-redeem-reverse-f306.test.mjs;tests/integration/pos-store-access-f268-f273.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F278,Point of Sale,Taxes,POS-CAP-002,1,3,apps/web/src/shell/navigation/module-navigation-registry.ts,,services/api/tests/point-of-sale-stock-integrity.test.mjs;tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F279,Point of Sale,Discounts,POS-CAP-002,7,4,apps/web/src/app/api/pos/carts/[id]/discount/route.ts,apps/web/e2e/pos-discount-approval.spec.ts,tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs;tests/integration/pos-settings-and-payment-config.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F280,Point of Sale,Promotions,POS-CAP-002,1,3,apps/web/src/features/pos/promotions/screens/PosPromotionsScreen.tsx,,tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F281,Point of Sale,Coupons,POS-CAP-002,2,8,apps/web/src/features/pos/coupons/screens/PosCouponsScreen.tsx,,tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs;tests/integration/pos-loyalty-earn-redeem-reverse-f306.test.mjs;tests/integration/pos-store-access-f268-f273.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F282,Point of Sale,Cash payments,POS-CAP-003,3,2,apps/web/src/features/pos/stores/api/stores-api.ts,,tests/integration/pos-settings-and-payment-config.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F283,Point of Sale,Card payments,POS-CAP-003,5,7,apps/web/src/app/api/pos/carts/[id]/complete/route.ts,,tests/integration/pos-payments-f283-f286.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F284,Point of Sale,UPI and digital payments,POS-CAP-003,5,5,apps/web/src/app/api/pos/carts/[id]/complete/route.ts,,tests/integration/pos-payments-f283-f286.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F285,Point of Sale,Split payments,POS-CAP-003,4,6,apps/web/src/app/api/pos/carts/[id]/complete/route.ts,,tests/integration/pos-payments-f283-f286.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F286,Point of Sale,Multiple payment methods,POS-CAP-003,7,9,apps/web/src/app/api/pos/carts/[id]/complete/route.ts,,tests/integration/pos-payments-f283-f286.test.mjs;tests/integration/pos-settings-and-payment-config.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F287,Point of Sale,Hold / suspend sale,POS-CAP-004,4,2,apps/web/src/features/pos/checkout/screens/PosCheckoutScreen.tsx,apps/web/e2e/pos-hold-resume.spec.ts,tests/integration/pos-hold-resume-f287-f288.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F288,Point of Sale,Resume sale,POS-CAP-004,1,1,apps/web/src/features/pos/checkout/screens/PosCheckoutScreen.tsx,apps/web/e2e/pos-hold-resume.spec.ts,tests/integration/pos-hold-resume-f287-f288.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F289,Point of Sale,Receipt printing,POS-CAP-004,3,3,apps/web/src/app/api/pos/sales/[id]/receipt/print/route.ts,apps/web/e2e/pos-checkout.spec.ts,tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F290,Point of Sale,Invoice generation,POS-CAP-004,6,5,apps/web/src/features/pos/customers/api/customers-api.ts,,tests/integration/pos-invoice-reconciliation-accounting-analytics-f290-f304-f305-f307.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F291,Point of Sale,Returns,POS-CAP-005,3,3,apps/web/src/features/pos/returns/api/returns-api.ts,apps/web/e2e/pos-returns.spec.ts,tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs;tests/integration/pos-settings-and-payment-config.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F292,Point of Sale,Refunds,POS-CAP-005,3,2,apps/web/src/app/api/pos/returns/[id]/complete/route.ts,,tests/integration/pos-cart-tax-promotions-coupons-f277-f281.test.mjs;tests/integration/pos-non-cash-refunds-f292.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F293,Point of Sale,Exchanges,POS-CAP-005,3,4,apps/web/src/features/pos/checkout/api/checkout-api.ts,,tests/integration/pos-exchange-f293.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F294,Point of Sale,Stock reduction,POS-CAP-006,3,3,apps/web/src/features/pos/inventory/api/inventory-api.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F295,Point of Sale,Lot / serial support where required,POS-CAP-006,5,5,apps/web/src/app/api/pos/carts/[id]/lines/[lineId]/tracking/route.ts,,tests/integration/pos-serial-batch-tracking-f295.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F296,Point of Sale,Real-time inventory,POS-CAP-006,3,4,apps/web/src/features/pos/inventory/api/inventory-api.ts,,,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F297,Point of Sale,Offline POS,POS-CAP-006,11,2,apps/web/src/app/api/pos/offline/snapshot/route.ts,apps/web/e2e/pos-offline-sync.spec.ts,tests/integration/pos-offline-sync-f297-f298.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
F298,Point of Sale,Offline-to-online synchronization,POS-CAP-006,7,3,apps/web/src/features/pos/checkout/screens/PosCheckoutScreen.tsx,apps/web/e2e/pos-offline-sync.spec.ts,tests/integration/pos-offline-sync-f297-f298.test.mjs,NOT_STARTED/NOT_READY (reference only),IMPLEMENTED_UNVERIFIED,Web source cites this feature id; behaviour not yet verified by an acceptance run
